AD_num,reported,candidate,party,votes,scrape_time
AD   72,94.57%,Manny De Los Santos,(Democratic),23881,2024-11-13_13:14:32.592296
AD   72,94.57%,Manny De Los Santos,(Working Families),3840,2024-11-13_13:14:32.592296
AD   72,94.57%,WRITE-IN,,227,2024-11-13_13:14:32.592296
Total,,Manny De Los Santos,(Democratic),23881,2024-11-13_13:14:32.592296
Total,,Manny De Los Santos,(Working Families),3840,2024-11-13_13:14:32.592296
Total,,WRITE-IN,,227,2024-11-13_13:14:32.592296
