boro,reported,candidate,party,votes,scrape_time
Bronx,98.81%,Shakur T. Joseph,(Democratic),2577,2025-07-02_13:53:36.092854
Bronx,98.81%,Althea V. Stevens,(Democratic),6553,2025-07-02_13:53:36.092854
Bronx,98.81%,WRITE-IN,,91,2025-07-02_13:53:36.092854
Total,,Shakur T. Joseph,(Democratic),2577,2025-07-02_13:53:36.092854
Total,,Althea V. Stevens,(Democratic),6553,2025-07-02_13:53:36.092854
Total,,WRITE-IN,,91,2025-07-02_13:53:36.092854
