boro,reported,candidate,party,votes,scrape_time
New York,97.17%,Tony Simone,(Democratic),36570,2024-11-13_13:14:33.902349
New York,97.17%,Tony Simone,(Working Families),3525,2024-11-13_13:14:33.902349
New York,97.17%,WRITE-IN,,369,2024-11-13_13:14:33.902349
Total,,Tony Simone,(Democratic),36570,2024-11-13_13:14:33.902349
Total,,Tony Simone,(Working Families),3525,2024-11-13_13:14:33.902349
Total,,WRITE-IN,,369,2024-11-13_13:14:33.902349
