boro,reported,candidate,party,votes,scrape_time
Queens,98.54%,Leroy G. Comrie Jr.,(Democratic),83521,2024-11-13_13:13:37.863333
Queens,98.54%,WRITE-IN,,890,2024-11-13_13:13:37.863333
Total,,Leroy G. Comrie Jr.,(Democratic),83521,2024-11-13_13:13:37.863333
Total,,WRITE-IN,,890,2024-11-13_13:13:37.863333
