boro,reported,candidate,party,votes,scrape_time
Kings,97.44%,George Sarantopoulos,(Republican),1070,2025-07-02_13:54:29.534637
Kings,97.44%,Richie Barsamian,(Republican),1038,2025-07-02_13:54:29.534637
Kings,97.44%,WRITE-IN,,35,2025-07-02_13:54:29.534637
Total,,George Sarantopoulos,(Republican),1070,2025-07-02_13:54:29.534637
Total,,Richie Barsamian,(Republican),1038,2025-07-02_13:54:29.534637
Total,,WRITE-IN,,35,2025-07-02_13:54:29.534637
