AD_num,reported,candidate,party,votes,scrape_time
AD   72,98.25%,Argentina M. Cruz (F),(Democratic),2026,2025-07-02_13:54:01.78694
AD   72,98.25%,Adriano Espaillat (M),(Democratic),3548,2025-07-02_13:54:01.78694
AD   72,98.25%,Maria Morillo (F),(Democratic),1960,2025-07-02_13:54:01.78694
AD   72,98.25%,WRITE-IN,,48,2025-07-02_13:54:01.78694
Total,,Argentina M. Cruz (F),(Democratic),2026,2025-07-02_13:54:01.78694
Total,,Adriano Espaillat (M),(Democratic),3548,2025-07-02_13:54:01.78694
Total,,Maria Morillo (F),(Democratic),1960,2025-07-02_13:54:01.78694
Total,,WRITE-IN,,48,2025-07-02_13:54:01.78694
