AD_num,reported,candidate,party,votes,scrape_time
AD   23,97.71%,YES,,20918,2024-11-07_14:09:50.769361
AD   23,97.71%,NO,,18850,2024-11-07_14:09:50.769361
AD   24,96.80%,YES,,20386,2024-11-07_14:09:50.769361
AD   24,96.80%,NO,,10960,2024-11-07_14:09:50.769361
AD   25,98.20%,YES,,15118,2024-11-07_14:09:50.769361
AD   25,98.20%,NO,,11813,2024-11-07_14:09:50.769361
AD   26,97.20%,YES,,23699,2024-11-07_14:09:50.769361
AD   26,97.20%,NO,,17568,2024-11-07_14:09:50.769361
AD   27,99.00%,YES,,16290,2024-11-07_14:09:50.769361
AD   27,99.00%,NO,,14898,2024-11-07_14:09:50.769361
AD   28,98.40%,YES,,22111,2024-11-07_14:09:50.769361
AD   28,98.40%,NO,,19591,2024-11-07_14:09:50.769361
AD   29,99.00%,YES,,27403,2024-11-07_14:09:50.769361
AD   29,99.00%,NO,,9333,2024-11-07_14:09:50.769361
AD   30,97.09%,YES,,14977,2024-11-07_14:09:50.769361
AD   30,97.09%,NO,,10102,2024-11-07_14:09:50.769361
AD   31,98.40%,YES,,20350,2024-11-07_14:09:50.769361
AD   31,98.40%,NO,,7010,2024-11-07_14:09:50.769361
AD   32,98.96%,YES,,23704,2024-11-07_14:09:50.769361
AD   32,98.96%,NO,,7904,2024-11-07_14:09:50.769361
AD   33,93.62%,YES,,28030,2024-11-07_14:09:50.769361
AD   33,93.62%,NO,,10847,2024-11-07_14:09:50.769361
AD   34,93.88%,YES,,16363,2024-11-07_14:09:50.769361
AD   34,93.88%,NO,,13307,2024-11-07_14:09:50.769361
AD   35,99.00%,YES,,14133,2024-11-07_14:09:50.769361
AD   35,99.00%,NO,,7431,2024-11-07_14:09:50.769361
AD   36,99.00%,YES,,19904,2024-11-07_14:09:50.769361
AD   36,99.00%,NO,,19997,2024-11-07_14:09:50.769361
AD   37,98.35%,YES,,18186,2024-11-07_14:09:50.769361
AD   37,98.35%,NO,,18979,2024-11-07_14:09:50.769361
AD   38,97.73%,YES,,16242,2024-11-07_14:09:50.769361
AD   38,97.73%,NO,,10615,2024-11-07_14:09:50.769361
AD   39,94.95%,YES,,12788,2024-11-07_14:09:50.769361
AD   39,94.95%,NO,,9917,2024-11-07_14:09:50.769361
AD   40,96.83%,YES,,11792,2024-11-07_14:09:50.769361
