boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Joseph P. Addabbo Jr.,(Democratic),20,2024-11-13_13:13:39.584913
Kings,99.00%,Danniel S. Maio,(Conservative),-,2024-11-13_13:13:39.584913
Kings,99.00%,WRITE-IN,,-,2024-11-13_13:13:39.584913
Queens,98.58%,Joseph P. Addabbo Jr.,(Democratic),49709,2024-11-13_13:13:39.584913
Queens,98.58%,Danniel S. Maio,(Conservative),15109,2024-11-13_13:13:39.584913
Queens,98.58%,WRITE-IN,,332,2024-11-13_13:13:39.584913
Total,,Joseph P. Addabbo Jr.,(Democratic),49729,2024-11-13_13:13:39.584913
Total,,Danniel S. Maio,(Conservative),15109,2024-11-13_13:13:39.584913
Total,,WRITE-IN,,332,2024-11-13_13:13:39.584913
