AD_num,reported,candidate,party,votes,scrape_time
AD   23,94.35%,Zohran Kwame Mamdani,(Democratic),3159,2025-07-02_13:52:44.218735
AD   23,94.35%,Scott M. Stringer,(Democratic),196,2025-07-02_13:52:44.218735
AD   23,94.35%,Selma K. Bartholomew,(Democratic),14,2025-07-02_13:52:44.218735
AD   23,94.35%,Zellnor Myrie,(Democratic),30,2025-07-02_13:52:44.218735
AD   23,94.35%,Adrienne E. Adams,(Democratic),546,2025-07-02_13:52:44.218735
AD   23,94.35%,Andrew M. Cuomo,(Democratic),5795,2025-07-02_13:52:44.218735
AD   23,94.35%,Jessica Ramos,(Democratic),34,2025-07-02_13:52:44.218735
AD   23,94.35%,Whitney R. Tilson,(Democratic),87,2025-07-02_13:52:44.218735
AD   23,94.35%,Michael Blake,(Democratic),41,2025-07-02_13:52:44.218735
AD   23,94.35%,Brad Lander,(Democratic),439,2025-07-02_13:52:44.218735
AD   23,94.35%,Paperboy Love Prince,(Democratic),53,2025-07-02_13:52:44.218735
AD   23,94.35%,WRITE-IN,,28,2025-07-02_13:52:44.218735
AD   24,98.18%,Zohran Kwame Mamdani,(Democratic),5478,2025-07-02_13:52:44.218735
AD   24,98.18%,Scott M. Stringer,(Democratic),168,2025-07-02_13:52:44.218735
AD   24,98.18%,Selma K. Bartholomew,(Democratic),16,2025-07-02_13:52:44.218735
AD   24,98.18%,Zellnor Myrie,(Democratic),41,2025-07-02_13:52:44.218735
AD   24,98.18%,Adrienne E. Adams,(Democratic),488,2025-07-02_13:52:44.218735
AD   24,98.18%,Andrew M. Cuomo,(Democratic),4906,2025-07-02_13:52:44.218735
AD   24,98.18%,Jessica Ramos,(Democratic),34,2025-07-02_13:52:44.218735
AD   24,98.18%,Whitney R. Tilson,(Democratic),47,2025-07-02_13:52:44.218735
AD   24,98.18%,Michael Blake,(Democratic),31,2025-07-02_13:52:44.218735
AD   24,98.18%,Brad Lander,(Democratic),413,2025-07-02_13:52:44.218735
AD   24,98.18%,Paperboy Love Prince,(Democratic),18,2025-07-02_13:52:44.218735
AD   24,98.18%,WRITE-IN,,15,2025-07-02_13:52:44.218735
AD   25,96.70%,Zohran Kwame Mamdani,(Democratic),3227,2025-07-02_13:52:44.218735
AD   25,96.70%,Scott M. Stringer,(Democratic),186,2025-07-02_13:52:44.218735
AD   25,96.70%,Selma K. Bartholomew,(Democratic),17,2025-07-02_13:52:44.218735
AD   25,96.70%,Zellnor Myrie,(Democratic),31,2025-07-02_13:52:44.218735
AD   25,96.70%,Adrienne E. Adams,(Democratic),315,2025-07-02_13:52:44.218735
AD   25,96.70%,Andrew M. Cuomo,(Democratic),3752,2025-07-02_13:52:44.218735
AD   25,96.70%,Jessica Ramos,(Democratic),42,2025-07-02_13:52:44.218735
AD   25,96.70%,Whitney R. Tilson,(Democratic),54,2025-07-02_13:52:44.218735
AD   25,96.70%,Michael Blake,(Democratic),28,2025-07-02_13:52:44.218735
AD   25,96.70%,Brad Lander,(Democratic),483,2025-07-02_13:52:44.218735
AD   25,96.70%,Paperboy Love Prince,(Democratic),19,2025-07-02_13:52:44.218735
AD   25,96.70%,WRITE-IN,,7,2025-07-02_13:52:44.218735
AD   26,99.00%,Zohran Kwame Mamdani,(Democratic),4163,2025-07-02_13:52:44.218735
AD   26,99.00%,Scott M. Stringer,(Democratic),393,2025-07-02_13:52:44.218735
AD   26,99.00%,Selma K. Bartholomew,(Democratic),18,2025-07-02_13:52:44.218735
