boro,reported,candidate,party,votes,scrape_time
Bronx,98.89%,Chantel Jackson,(Democratic),19229,2024-11-07_14:19:13.080507
Bronx,98.89%,Sharon Darby,(Republican),3941,2024-11-07_14:19:13.080507
Bronx,98.89%,Emmanuel A. Findlay Jr.,(Conservative),790,2024-11-07_14:19:13.080507
Bronx,98.89%,WRITE-IN,,36,2024-11-07_14:19:13.080507
Total,,Chantel Jackson,(Democratic),19229,2024-11-07_14:19:13.080507
Total,,Sharon Darby,(Republican),3941,2024-11-07_14:19:13.080507
Total,,Emmanuel A. Findlay Jr.,(Conservative),790,2024-11-07_14:19:13.080507
Total,,WRITE-IN,,36,2024-11-07_14:19:13.080507
