AD_num,reported,candidate,party,votes,scrape_time
AD   37,80.00%,Patrick John Timmins,(Democratic),0,2025-07-02_13:53:07.305101
AD   37,80.00%,Alvin L. Bragg Jr.,(Democratic),0,2025-07-02_13:53:07.305101
AD   37,80.00%,WRITE-IN,,0,2025-07-02_13:53:07.305101
AD   61,99.00%,Patrick John Timmins,(Democratic),898,2025-07-02_13:53:07.305101
AD   61,99.00%,Alvin L. Bragg Jr.,(Democratic),1834,2025-07-02_13:53:07.305101
AD   61,99.00%,WRITE-IN,,12,2025-07-02_13:53:07.305101
AD   65,98.88%,Patrick John Timmins,(Democratic),4791,2025-07-02_13:53:07.305101
AD   65,98.88%,Alvin L. Bragg Jr.,(Democratic),10753,2025-07-02_13:53:07.305101
AD   65,98.88%,WRITE-IN,,56,2025-07-02_13:53:07.305101
AD   66,98.94%,Patrick John Timmins,(Democratic),5380,2025-07-02_13:53:07.305101
AD   66,98.94%,Alvin L. Bragg Jr.,(Democratic),17238,2025-07-02_13:53:07.305101
AD   66,98.94%,WRITE-IN,,79,2025-07-02_13:53:07.305101
AD   67,96.84%,Patrick John Timmins,(Democratic),7352,2025-07-02_13:53:07.305101
AD   67,96.84%,Alvin L. Bragg Jr.,(Democratic),19733,2025-07-02_13:53:07.305101
AD   67,96.84%,WRITE-IN,,96,2025-07-02_13:53:07.305101
AD   68,97.80%,Patrick John Timmins,(Democratic),3992,2025-07-02_13:53:07.305101
AD   68,97.80%,Alvin L. Bragg Jr.,(Democratic),10572,2025-07-02_13:53:07.305101
AD   68,97.80%,WRITE-IN,,48,2025-07-02_13:53:07.305101
AD   69,96.77%,Patrick John Timmins,(Democratic),5900,2025-07-02_13:53:07.305101
AD   69,96.77%,Alvin L. Bragg Jr.,(Democratic),21703,2025-07-02_13:53:07.305101
AD   69,96.77%,WRITE-IN,,88,2025-07-02_13:53:07.305101
AD   70,87.63%,Patrick John Timmins,(Democratic),3127,2025-07-02_13:53:07.305101
AD   70,87.63%,Alvin L. Bragg Jr.,(Democratic),14465,2025-07-02_13:53:07.305101
AD   70,87.63%,WRITE-IN,,54,2025-07-02_13:53:07.305101
AD   71,89.52%,Patrick John Timmins,(Democratic),3747,2025-07-02_13:53:07.305101
AD   71,89.52%,Alvin L. Bragg Jr.,(Democratic),14416,2025-07-02_13:53:07.305101
AD   71,89.52%,WRITE-IN,,46,2025-07-02_13:53:07.305101
AD   72,96.43%,Patrick John Timmins,(Democratic),3504,2025-07-02_13:53:07.305101
AD   72,96.43%,Alvin L. Bragg Jr.,(Democratic),7829,2025-07-02_13:53:07.305101
AD   72,96.43%,WRITE-IN,,54,2025-07-02_13:53:07.305101
AD   73,93.55%,Patrick John Timmins,(Democratic),7146,2025-07-02_13:53:07.305101
AD   73,93.55%,Alvin L. Bragg Jr.,(Democratic),13850,2025-07-02_13:53:07.305101
AD   73,93.55%,WRITE-IN,,80,2025-07-02_13:53:07.305101
AD   74,94.06%,Patrick John Timmins,(Democratic),5125,2025-07-02_13:53:07.305101
AD   74,94.06%,Alvin L. Bragg Jr.,(Democratic),13814,2025-07-02_13:53:07.305101
AD   74,94.06%,WRITE-IN,,61,2025-07-02_13:53:07.305101
AD   75,96.70%,Patrick John Timmins,(Democratic),5283,2025-07-02_13:53:07.305101
AD   75,96.70%,Alvin L. Bragg Jr.,(Democratic),14806,2025-07-02_13:53:07.305101
AD   75,96.70%,WRITE-IN,,58,2025-07-02_13:53:07.305101
AD   76,98.96%,Patrick John Timmins,(Democratic),7645,2025-07-02_13:53:07.305101
AD   76,98.96%,Alvin L. Bragg Jr.,(Democratic),17082,2025-07-02_13:53:07.305101
AD   76,98.96%,WRITE-IN,,99,2025-07-02_13:53:07.305101
Total,,Patrick John Timmins,(Democratic),63890,2025-07-02_13:53:07.305101
Total,,Alvin L. Bragg Jr.,(Democratic),178095,2025-07-02_13:53:07.305101
Total,,WRITE-IN,,831,2025-07-02_13:53:07.305101
