boro,reported,candidate,party,votes,scrape_time
Kings,98.32%,Jabari Brisport,(Democratic),83254,2024-11-13_13:13:51.772585
Kings,98.32%,WRITE-IN,,484,2024-11-13_13:13:51.772585
Total,,Jabari Brisport,(Democratic),83254,2024-11-13_13:13:51.772585
Total,,WRITE-IN,,484,2024-11-13_13:13:51.772585
