ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Jabari Brisport,(Democratic),826,AD 44,2024-11-13_13:13:51.772585
ED    1,99.00%,WRITE-IN,&nbsp,6,AD 44,2024-11-13_13:13:51.772585
ED    4,99.00%,Jabari Brisport,(Democratic),568,AD 44,2024-11-13_13:13:51.772585
ED    4,99.00%,WRITE-IN,&nbsp,7,AD 44,2024-11-13_13:13:51.772585
ED    5,99.00%,Jabari Brisport,(Democratic),235,AD 44,2024-11-13_13:13:51.772585
ED    5,99.00%,WRITE-IN,&nbsp,2,AD 44,2024-11-13_13:13:51.772585
ED    6,99.00%,Jabari Brisport,(Democratic),1322,AD 44,2024-11-13_13:13:51.772585
ED    6,99.00%,WRITE-IN,&nbsp,12,AD 44,2024-11-13_13:13:51.772585
ED    7,99.00%,Jabari Brisport,(Democratic),849,AD 44,2024-11-13_13:13:51.772585
ED    7,99.00%,WRITE-IN,&nbsp,8,AD 44,2024-11-13_13:13:51.772585
ED    8,99.00%,Jabari Brisport,(Democratic),736,AD 44,2024-11-13_13:13:51.772585
ED    8,99.00%,WRITE-IN,&nbsp,4,AD 44,2024-11-13_13:13:51.772585
ED    9,99.00%,Jabari Brisport,(Democratic),732,AD 44,2024-11-13_13:13:51.772585
ED    9,99.00%,WRITE-IN,&nbsp,2,AD 44,2024-11-13_13:13:51.772585
ED   82,99.00%,Jabari Brisport,(Democratic),245,AD 44,2024-11-13_13:13:51.772585
ED   82,99.00%,WRITE-IN,&nbsp,1,AD 44,2024-11-13_13:13:51.772585
Total,,Jabari Brisport,(Democratic),5513,AD 44,2024-11-13_13:13:51.772585
Total,,WRITE-IN,&nbsp,42,AD 44,2024-11-13_13:13:51.772585
ED    2,99.00%,Jabari Brisport,(Democratic),586,AD 52,2024-11-13_13:13:51.772585
ED    2,99.00%,WRITE-IN,&nbsp,3,AD 52,2024-11-13_13:13:51.772585
ED    3,99.00%,Jabari Brisport,(Democratic),116,AD 52,2024-11-13_13:13:51.772585
ED    3,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED    4,99.00%,Jabari Brisport,(Democratic),0,AD 52,2024-11-13_13:13:51.772585
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   73,99.00%,Jabari Brisport,(Democratic),757,AD 52,2024-11-13_13:13:51.772585
ED   73,99.00%,WRITE-IN,&nbsp,3,AD 52,2024-11-13_13:13:51.772585
ED   74,99.00%,Jabari Brisport,(Democratic),54,AD 52,2024-11-13_13:13:51.772585
ED   74,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   87,99.00%,Jabari Brisport,(Democratic),4,AD 52,2024-11-13_13:13:51.772585
ED   87,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   92,99.00%,Jabari Brisport,(Democratic),0,AD 52,2024-11-13_13:13:51.772585
ED   92,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   93,99.00%,Jabari Brisport,(Democratic),0,AD 52,2024-11-13_13:13:51.772585
ED   93,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   94,99.00%,Jabari Brisport,(Democratic),0,AD 52,2024-11-13_13:13:51.772585
ED   94,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
ED   95,99.00%,Jabari Brisport,(Democratic),0,AD 52,2024-11-13_13:13:51.772585
ED   95,99.00%,WRITE-IN,&nbsp,0,AD 52,2024-11-13_13:13:51.772585
Total,,Jabari Brisport,(Democratic),1517,AD 52,2024-11-13_13:13:51.772585
Total,,WRITE-IN,&nbsp,6,AD 52,2024-11-13_13:13:51.772585
ED   60,83.33%,Jabari Brisport,(Democratic),64,AD 54,2024-11-13_13:13:51.772585
ED   60,83.33%,WRITE-IN,&nbsp,0,AD 54,2024-11-13_13:13:51.772585
ED   63,99.00%,Jabari Brisport,(Democratic),0,AD 54,2024-11-13_13:13:51.772585
ED   63,99.00%,WRITE-IN,&nbsp,0,AD 54,2024-11-13_13:13:51.772585
Total,,Jabari Brisport,(Democratic),64,AD 54,2024-11-13_13:13:51.772585
Total,,WRITE-IN,&nbsp,-,AD 54,2024-11-13_13:13:51.772585
ED    1,99.00%,Jabari Brisport,(Democratic),551,AD 55,2024-11-13_13:13:51.772585
ED    1,99.00%,WRITE-IN,&nbsp,6,AD 55,2024-11-13_13:13:51.772585
ED    2,99.00%,Jabari Brisport,(Democratic),445,AD 55,2024-11-13_13:13:51.772585
ED    2,99.00%,WRITE-IN,&nbsp,1,AD 55,2024-11-13_13:13:51.772585
ED    3,99.00%,Jabari Brisport,(Democratic),436,AD 55,2024-11-13_13:13:51.772585
ED    3,99.00%,WRITE-IN,&nbsp,1,AD 55,2024-11-13_13:13:51.772585
ED    4,99.00%,Jabari Brisport,(Democratic),31,AD 55,2024-11-13_13:13:51.772585
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 55,2024-11-13_13:13:51.772585
