boro,reported,candidate,party,votes,scrape_time
Queens,99.00%,Sam Berger,(Democratic),19405,2024-11-13_13:14:12.626128
Queens,99.00%,Angelo King,(Republican),14488,2024-11-13_13:14:12.626128
Queens,99.00%,WRITE-IN,,98,2024-11-13_13:14:12.626128
Total,,Sam Berger,(Democratic),19405,2024-11-13_13:14:12.626128
Total,,Angelo King,(Republican),14488,2024-11-13_13:14:12.626128
Total,,WRITE-IN,,98,2024-11-13_13:14:12.626128
