boro,reported,candidate,party,votes,scrape_time
New York,98.44%,Brian Kavanagh,(Democratic),73091,2024-11-13_13:13:54.741784
New York,98.44%,Brian Kavanagh,(Working Families),8604,2024-11-13_13:13:54.741784
New York,98.44%,WRITE-IN,,756,2024-11-13_13:13:54.741784
Total,,Brian Kavanagh,(Democratic),73091,2024-11-13_13:13:54.741784
Total,,Brian Kavanagh,(Working Families),8604,2024-11-13_13:13:54.741784
Total,,WRITE-IN,,756,2024-11-13_13:13:54.741784
