boro,reported,candidate,party,votes,scrape_time
Queens,97.73%,Jenifer Rajkumar,(Democratic),21091,2024-11-13_13:14:17.639166
Queens,97.73%,WRITE-IN,,506,2024-11-13_13:14:17.639166
Total,,Jenifer Rajkumar,(Democratic),21091,2024-11-13_13:14:17.639166
Total,,WRITE-IN,,506,2024-11-13_13:14:17.639166
