boro,reported,candidate,party,votes,scrape_time
Kings,97.27%,Roxanne J. Persaud,(Democratic),68138,2024-11-13_13:13:44.714007
Kings,97.27%,WRITE-IN,,230,2024-11-13_13:13:44.714007
Queens,99.00%,Roxanne J. Persaud,(Democratic),1265,2024-11-13_13:13:44.714007
Queens,99.00%,WRITE-IN,,59,2024-11-13_13:13:44.714007
Total,,Roxanne J. Persaud,(Democratic),69403,2024-11-13_13:13:44.714007
Total,,WRITE-IN,,289,2024-11-13_13:13:44.714007
