AD_num,reported,candidate,party,votes,scrape_time
AD   28,95.41%,Lilianna Zulunova,(Democratic),4709,2025-07-02_13:54:15.440848
AD   28,95.41%,Mary Ellen G. Courtney,(Democratic),4845,2025-07-02_13:54:15.440848
AD   28,95.41%,Myrna C. Jacobson,(Democratic),4666,2025-07-02_13:54:15.440848
AD   28,95.41%,Ting Yan Wu,(Democratic),4693,2025-07-02_13:54:15.440848
AD   28,95.41%,Nina V. Kulkarni,(Democratic),4332,2025-07-02_13:54:15.440848
AD   28,95.41%,Sharon Levy,(Democratic),5063,2025-07-02_13:54:15.440848
AD   28,95.41%,Lara M. Evangelista,(Democratic),4727,2025-07-02_13:54:15.440848
AD   28,95.41%,Ellen M. Smith,(Democratic),4102,2025-07-02_13:54:15.440848
AD   28,95.41%,Viana Wu Tran,(Democratic),3923,2025-07-02_13:54:15.440848
AD   28,95.41%,WRITE-IN,,216,2025-07-02_13:54:15.440848
Total,,Lilianna Zulunova,(Democratic),4709,2025-07-02_13:54:15.440848
Total,,Mary Ellen G. Courtney,(Democratic),4845,2025-07-02_13:54:15.440848
Total,,Myrna C. Jacobson,(Democratic),4666,2025-07-02_13:54:15.440848
Total,,Ting Yan Wu,(Democratic),4693,2025-07-02_13:54:15.440848
Total,,Nina V. Kulkarni,(Democratic),4332,2025-07-02_13:54:15.440848
Total,,Sharon Levy,(Democratic),5063,2025-07-02_13:54:15.440848
Total,,Lara M. Evangelista,(Democratic),4727,2025-07-02_13:54:15.440848
Total,,Ellen M. Smith,(Democratic),4102,2025-07-02_13:54:15.440848
Total,,Viana Wu Tran,(Democratic),3923,2025-07-02_13:54:15.440848
Total,,WRITE-IN,,216,2025-07-02_13:54:15.440848
