boro,reported,candidate,party,votes,scrape_time
New York,96.36%,Liz Krueger,(Democratic),90388,2024-11-13_13:13:55.345478
New York,96.36%,Louis Puliafito,(Republican),28363,2024-11-13_13:13:55.345478
New York,96.36%,WRITE-IN,,197,2024-11-13_13:13:55.345478
Total,,Liz Krueger,(Democratic),90388,2024-11-13_13:13:55.345478
Total,,Louis Puliafito,(Republican),28363,2024-11-13_13:13:55.345478
Total,,WRITE-IN,,197,2024-11-13_13:13:55.345478
