boro,reported,candidate,party,votes,scrape_time
Bronx,96.55%,Emerita Torres,(Democratic),19700,2024-11-13_13:14:38.105669
Bronx,96.55%,Kelly Atkinson,(Republican),4561,2024-11-13_13:14:38.105669
Bronx,96.55%,Gary W. Lutz,(Conservative),647,2024-11-13_13:14:38.105669
Bronx,96.55%,WRITE-IN,,57,2024-11-13_13:14:38.105669
Total,,Emerita Torres,(Democratic),19700,2024-11-13_13:14:38.105669
Total,,Kelly Atkinson,(Republican),4561,2024-11-13_13:14:38.105669
Total,,Gary W. Lutz,(Conservative),647,2024-11-13_13:14:38.105669
Total,,WRITE-IN,,57,2024-11-13_13:14:38.105669
