boro,reported,candidate,party,votes,scrape_time
Bronx,98.61%,Karines Reyes,(Democratic),21848,2024-11-13_13:14:38.963008
Bronx,98.61%,Karines Reyes,(Working Families),2253,2024-11-13_13:14:38.963008
Bronx,98.61%,WRITE-IN,,178,2024-11-13_13:14:38.963008
Total,,Karines Reyes,(Democratic),21848,2024-11-13_13:14:38.963008
Total,,Karines Reyes,(Working Families),2253,2024-11-13_13:14:38.963008
Total,,WRITE-IN,,178,2024-11-13_13:14:38.963008
