boro,reported,candidate,party,votes,scrape_time
Kings,98.04%,Zellnor Y. Myrie,(Democratic),99293,2024-11-13_13:13:45.759057
Kings,98.04%,WRITE-IN,,655,2024-11-13_13:13:45.759057
Total,,Zellnor Y. Myrie,(Democratic),99293,2024-11-13_13:13:45.759057
Total,,WRITE-IN,,655,2024-11-13_13:13:45.759057
