boro,reported,candidate,party,votes,scrape_time
New York,98.23%,Al Taylor,(Democratic),33658,2024-11-13_13:14:32.214636
New York,98.23%,Joziel Andujar,(Republican),5051,2024-11-13_13:14:32.214636
New York,98.23%,WRITE-IN,,148,2024-11-13_13:14:32.214636
Total,,Al Taylor,(Democratic),33658,2024-11-13_13:14:32.214636
Total,,Joziel Andujar,(Republican),5051,2024-11-13_13:14:32.214636
Total,,WRITE-IN,,148,2024-11-13_13:14:32.214636
