boro,reported,candidate,party,votes,scrape_time
Kings,97.56%,Shahana K. Hanif,(Democratic),30592,2025-07-02_13:53:48.762235
Kings,97.56%,Nickie Kane,(Democratic),1545,2025-07-02_13:53:48.762235
Kings,97.56%,Maya Kornberg,(Democratic),11467,2025-07-02_13:53:48.762235
Kings,97.56%,WRITE-IN,,231,2025-07-02_13:53:48.762235
Total,,Shahana K. Hanif,(Democratic),30592,2025-07-02_13:53:48.762235
Total,,Nickie Kane,(Democratic),1545,2025-07-02_13:53:48.762235
Total,,Maya Kornberg,(Democratic),11467,2025-07-02_13:53:48.762235
Total,,WRITE-IN,,231,2025-07-02_13:53:48.762235
