boro,reported,candidate,party,votes,scrape_time
New York,96.04%,Edward Gibbs,(Democratic),27952,2024-11-07_14:18:58.057639
New York,96.04%,WRITE-IN,,343,2024-11-07_14:18:58.057639
Total,,Edward Gibbs,(Democratic),27952,2024-11-07_14:18:58.057639
Total,,WRITE-IN,,343,2024-11-07_14:18:58.057639
