boro,reported,candidate,party,votes,scrape_time
Bronx,98.18%,Eric Dinowitz,(Democratic),12827,2025-07-02_13:53:31.438619
Bronx,98.18%,Danielle Herbert-Guggenheim,(Democratic),4988,2025-07-02_13:53:31.438619
Bronx,98.18%,WRITE-IN,,109,2025-07-02_13:53:31.438619
Total,,Eric Dinowitz,(Democratic),12827,2025-07-02_13:53:31.438619
Total,,Danielle Herbert-Guggenheim,(Democratic),4988,2025-07-02_13:53:31.438619
Total,,WRITE-IN,,109,2025-07-02_13:53:31.438619
