boro,reported,candidate,party,votes,scrape_time
New York,97.83%,J. Machelle Sweeting,(Democratic),30950,2024-11-13_13:14:47.249711
New York,97.83%,WRITE-IN,,124,2024-11-13_13:14:47.249711
Total,,J. Machelle Sweeting,(Democratic),30950,2024-11-13_13:14:47.249711
Total,,WRITE-IN,,124,2024-11-13_13:14:47.249711
