ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    5,99.00%,J. Machelle Sweeting,(Democratic),367,AD 68,2024-11-07_14:09:10.52563
ED    5,99.00%,WRITE-IN,&nbsp,2,AD 68,2024-11-07_14:09:10.52563
ED   14,99.00%,J. Machelle Sweeting,(Democratic),290,AD 68,2024-11-07_14:09:10.52563
ED   14,99.00%,WRITE-IN,&nbsp,1,AD 68,2024-11-07_14:09:10.52563
ED   73,99.00%,J. Machelle Sweeting,(Democratic),155,AD 68,2024-11-07_14:09:10.52563
ED   73,99.00%,WRITE-IN,&nbsp,0,AD 68,2024-11-07_14:09:10.52563
Total,,J. Machelle Sweeting,(Democratic),812,AD 68,2024-11-07_14:09:10.52563
Total,,WRITE-IN,&nbsp,3,AD 68,2024-11-07_14:09:10.52563
ED   14,99.00%,J. Machelle Sweeting,(Democratic),477,AD 70,2024-11-07_14:09:10.52563
ED   14,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   19,99.00%,J. Machelle Sweeting,(Democratic),509,AD 70,2024-11-07_14:09:10.52563
ED   19,99.00%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
ED   20,99.00%,J. Machelle Sweeting,(Democratic),787,AD 70,2024-11-07_14:09:10.52563
ED   20,99.00%,WRITE-IN,&nbsp,3,AD 70,2024-11-07_14:09:10.52563
ED   21,99.00%,J. Machelle Sweeting,(Democratic),608,AD 70,2024-11-07_14:09:10.52563
ED   21,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   22,99.00%,J. Machelle Sweeting,(Democratic),715,AD 70,2024-11-07_14:09:10.52563
ED   22,99.00%,WRITE-IN,&nbsp,6,AD 70,2024-11-07_14:09:10.52563
ED   23,99.00%,J. Machelle Sweeting,(Democratic),475,AD 70,2024-11-07_14:09:10.52563
ED   23,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   24,99.00%,J. Machelle Sweeting,(Democratic),518,AD 70,2024-11-07_14:09:10.52563
ED   24,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   25,99.00%,J. Machelle Sweeting,(Democratic),429,AD 70,2024-11-07_14:09:10.52563
ED   25,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   26,99.00%,J. Machelle Sweeting,(Democratic),652,AD 70,2024-11-07_14:09:10.52563
ED   26,99.00%,WRITE-IN,&nbsp,3,AD 70,2024-11-07_14:09:10.52563
ED   27,99.00%,J. Machelle Sweeting,(Democratic),619,AD 70,2024-11-07_14:09:10.52563
ED   27,99.00%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
ED   36,99.00%,J. Machelle Sweeting,(Democratic),593,AD 70,2024-11-07_14:09:10.52563
ED   36,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   37,99.00%,J. Machelle Sweeting,(Democratic),293,AD 70,2024-11-07_14:09:10.52563
ED   37,99.00%,WRITE-IN,&nbsp,0,AD 70,2024-11-07_14:09:10.52563
ED   38,99.00%,J. Machelle Sweeting,(Democratic),465,AD 70,2024-11-07_14:09:10.52563
ED   38,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   39,99.00%,J. Machelle Sweeting,(Democratic),594,AD 70,2024-11-07_14:09:10.52563
ED   39,99.00%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
ED   40,99.00%,J. Machelle Sweeting,(Democratic),589,AD 70,2024-11-07_14:09:10.52563
ED   40,99.00%,WRITE-IN,&nbsp,3,AD 70,2024-11-07_14:09:10.52563
ED   41,99.00%,J. Machelle Sweeting,(Democratic),777,AD 70,2024-11-07_14:09:10.52563
ED   41,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   42,99.00%,J. Machelle Sweeting,(Democratic),249,AD 70,2024-11-07_14:09:10.52563
ED   42,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   48,99.00%,J. Machelle Sweeting,(Democratic),426,AD 70,2024-11-07_14:09:10.52563
ED   48,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   49,88.89%,J. Machelle Sweeting,(Democratic),414,AD 70,2024-11-07_14:09:10.52563
ED   49,88.89%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
ED   50,99.00%,J. Machelle Sweeting,(Democratic),414,AD 70,2024-11-07_14:09:10.52563
ED   50,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   51,99.00%,J. Machelle Sweeting,(Democratic),362,AD 70,2024-11-07_14:09:10.52563
ED   51,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   52,88.89%,J. Machelle Sweeting,(Democratic),283,AD 70,2024-11-07_14:09:10.52563
ED   52,88.89%,WRITE-IN,&nbsp,0,AD 70,2024-11-07_14:09:10.52563
ED   53,88.89%,J. Machelle Sweeting,(Democratic),515,AD 70,2024-11-07_14:09:10.52563
ED   53,88.89%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   54,88.89%,J. Machelle Sweeting,(Democratic),725,AD 70,2024-11-07_14:09:10.52563
ED   54,88.89%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   55,99.00%,J. Machelle Sweeting,(Democratic),657,AD 70,2024-11-07_14:09:10.52563
ED   55,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   56,99.00%,J. Machelle Sweeting,(Democratic),582,AD 70,2024-11-07_14:09:10.52563
ED   56,99.00%,WRITE-IN,&nbsp,3,AD 70,2024-11-07_14:09:10.52563
ED   57,99.00%,J. Machelle Sweeting,(Democratic),454,AD 70,2024-11-07_14:09:10.52563
ED   57,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   58,99.00%,J. Machelle Sweeting,(Democratic),740,AD 70,2024-11-07_14:09:10.52563
ED   58,99.00%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
ED   59,99.00%,J. Machelle Sweeting,(Democratic),560,AD 70,2024-11-07_14:09:10.52563
ED   59,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   60,88.89%,J. Machelle Sweeting,(Democratic),757,AD 70,2024-11-07_14:09:10.52563
ED   60,88.89%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   61,83.33%,J. Machelle Sweeting,(Democratic),593,AD 70,2024-11-07_14:09:10.52563
ED   61,83.33%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   62,83.33%,J. Machelle Sweeting,(Democratic),759,AD 70,2024-11-07_14:09:10.52563
ED   62,83.33%,WRITE-IN,&nbsp,5,AD 70,2024-11-07_14:09:10.52563
ED   63,99.00%,J. Machelle Sweeting,(Democratic),562,AD 70,2024-11-07_14:09:10.52563
ED   63,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   64,99.00%,J. Machelle Sweeting,(Democratic),733,AD 70,2024-11-07_14:09:10.52563
ED   64,99.00%,WRITE-IN,&nbsp,5,AD 70,2024-11-07_14:09:10.52563
ED   65,99.00%,J. Machelle Sweeting,(Democratic),653,AD 70,2024-11-07_14:09:10.52563
ED   65,99.00%,WRITE-IN,&nbsp,5,AD 70,2024-11-07_14:09:10.52563
ED   66,99.00%,J. Machelle Sweeting,(Democratic),835,AD 70,2024-11-07_14:09:10.52563
ED   66,99.00%,WRITE-IN,&nbsp,7,AD 70,2024-11-07_14:09:10.52563
ED   67,99.00%,J. Machelle Sweeting,(Democratic),488,AD 70,2024-11-07_14:09:10.52563
ED   67,99.00%,WRITE-IN,&nbsp,2,AD 70,2024-11-07_14:09:10.52563
ED   68,99.00%,J. Machelle Sweeting,(Democratic),407,AD 70,2024-11-07_14:09:10.52563
ED   68,99.00%,WRITE-IN,&nbsp,1,AD 70,2024-11-07_14:09:10.52563
ED   69,99.00%,J. Machelle Sweeting,(Democratic),1033,AD 70,2024-11-07_14:09:10.52563
ED   69,99.00%,WRITE-IN,&nbsp,4,AD 70,2024-11-07_14:09:10.52563
Total,,J. Machelle Sweeting,(Democratic),22301,AD 70,2024-11-07_14:09:10.52563
Total,,WRITE-IN,&nbsp,97,AD 70,2024-11-07_14:09:10.52563
ED   52,99.00%,J. Machelle Sweeting,(Democratic),779,AD 71,2024-11-07_14:09:10.52563
ED   52,99.00%,WRITE-IN,&nbsp,0,AD 71,2024-11-07_14:09:10.52563
ED   53,99.00%,J. Machelle Sweeting,(Democratic),350,AD 71,2024-11-07_14:09:10.52563
ED   53,99.00%,WRITE-IN,&nbsp,0,AD 71,2024-11-07_14:09:10.52563
ED   54,99.00%,J. Machelle Sweeting,(Democratic),471,AD 71,2024-11-07_14:09:10.52563
ED   54,99.00%,WRITE-IN,&nbsp,2,AD 71,2024-11-07_14:09:10.52563
ED   55,99.00%,J. Machelle Sweeting,(Democratic),736,AD 71,2024-11-07_14:09:10.52563
ED   55,99.00%,WRITE-IN,&nbsp,2,AD 71,2024-11-07_14:09:10.52563
ED   56,99.00%,J. Machelle Sweeting,(Democratic),566,AD 71,2024-11-07_14:09:10.52563
ED   56,99.00%,WRITE-IN,&nbsp,1,AD 71,2024-11-07_14:09:10.52563
ED   57,99.00%,J. Machelle Sweeting,(Democratic),562,AD 71,2024-11-07_14:09:10.52563
ED   57,99.00%,WRITE-IN,&nbsp,2,AD 71,2024-11-07_14:09:10.52563
ED   58,99.00%,J. Machelle Sweeting,(Democratic),607,AD 71,2024-11-07_14:09:10.52563
ED   58,99.00%,WRITE-IN,&nbsp,2,AD 71,2024-11-07_14:09:10.52563
ED   59,99.00%,J. Machelle Sweeting,(Democratic),736,AD 71,2024-11-07_14:09:10.52563
ED   59,99.00%,WRITE-IN,&nbsp,3,AD 71,2024-11-07_14:09:10.52563
