boro,reported,candidate,party,votes,scrape_time
Kings,98.75%,Lester Chang,(Republican),12174,2024-11-13_13:14:23.422902
Kings,98.75%,Lester Chang,(Conservative),2014,2024-11-13_13:14:23.422902
Kings,98.75%,WRITE-IN,,401,2024-11-13_13:14:23.422902
Total,,Lester Chang,(Republican),12174,2024-11-13_13:14:23.422902
Total,,Lester Chang,(Conservative),2014,2024-11-13_13:14:23.422902
Total,,WRITE-IN,,401,2024-11-13_13:14:23.422902
