boro,reported,candidate,party,votes,scrape_time
Bronx,97.99%,Jamaal T. Bailey,(Democratic),54974,2024-11-13_13:14:07.54279
Bronx,97.99%,Irene Estrada,(Conservative),5170,2024-11-13_13:14:07.54279
Bronx,97.99%,WRITE-IN,,133,2024-11-13_13:14:07.54279
Total,,Jamaal T. Bailey,(Democratic),54974,2024-11-13_13:14:07.54279
Total,,Irene Estrada,(Conservative),5170,2024-11-13_13:14:07.54279
Total,,WRITE-IN,,133,2024-11-13_13:14:07.54279
