boro,reported,candidate,party,votes,scrape_time
New York,99.00%,Harvey D. Epstein,(Democratic),35667,2024-11-13_13:14:33.541697
New York,99.00%,Harvey D. Epstein,(Working Families),4244,2024-11-13_13:14:33.541697
New York,99.00%,WRITE-IN,,423,2024-11-13_13:14:33.541697
Total,,Harvey D. Epstein,(Democratic),35667,2024-11-13_13:14:33.541697
Total,,Harvey D. Epstein,(Working Families),4244,2024-11-13_13:14:33.541697
Total,,WRITE-IN,,423,2024-11-13_13:14:33.541697
