boro,reported,candidate,party,votes,scrape_time
Bronx,97.60%,Nathalia Fernandez,(Democratic),40727,2024-11-13_13:14:06.480509
Bronx,97.60%,Edwinna Herrera,(Republican),17951,2024-11-13_13:14:06.480509
Bronx,97.60%,Edwinna Herrera,(Conservative),1871,2024-11-13_13:14:06.480509
Bronx,97.60%,WRITE-IN,,175,2024-11-13_13:14:06.480509
Total,,Nathalia Fernandez,(Democratic),40727,2024-11-13_13:14:06.480509
Total,,Edwinna Herrera,(Republican),17951,2024-11-13_13:14:06.480509
Total,,Edwinna Herrera,(Conservative),1871,2024-11-13_13:14:06.480509
Total,,WRITE-IN,,175,2024-11-13_13:14:06.480509
