boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Emily E. Gallagher,(Democratic),26939,2024-11-13_13:14:23.811289
Kings,99.00%,Emily E. Gallagher,(Working Families),6567,2024-11-13_13:14:23.811289
Kings,99.00%,WRITE-IN,,704,2024-11-13_13:14:23.811289
Total,,Emily E. Gallagher,(Democratic),26939,2024-11-13_13:14:23.811289
Total,,Emily E. Gallagher,(Working Families),6567,2024-11-13_13:14:23.811289
Total,,WRITE-IN,,704,2024-11-13_13:14:23.811289
