ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   30,99.00%,Luis R. Sepulveda,(Democratic),156,AD 77,2024-11-07_14:18:01.767317
ED   30,99.00%,Bernadette E. Stroud,(Republican),30,AD 77,2024-11-07_14:18:01.767317
ED   30,99.00%,Bernadette E. Stroud,(Conservative),3,AD 77,2024-11-07_14:18:01.767317
ED   30,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   31,99.00%,Luis R. Sepulveda,(Democratic),322,AD 77,2024-11-07_14:18:01.767317
ED   31,99.00%,Bernadette E. Stroud,(Republican),92,AD 77,2024-11-07_14:18:01.767317
ED   31,99.00%,Bernadette E. Stroud,(Conservative),11,AD 77,2024-11-07_14:18:01.767317
ED   31,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:01.767317
ED   32,99.00%,Luis R. Sepulveda,(Democratic),383,AD 77,2024-11-07_14:18:01.767317
ED   32,99.00%,Bernadette E. Stroud,(Republican),92,AD 77,2024-11-07_14:18:01.767317
ED   32,99.00%,Bernadette E. Stroud,(Conservative),8,AD 77,2024-11-07_14:18:01.767317
ED   32,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   33,87.50%,Luis R. Sepulveda,(Democratic),175,AD 77,2024-11-07_14:18:01.767317
ED   33,87.50%,Bernadette E. Stroud,(Republican),45,AD 77,2024-11-07_14:18:01.767317
ED   33,87.50%,Bernadette E. Stroud,(Conservative),5,AD 77,2024-11-07_14:18:01.767317
ED   33,87.50%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:01.767317
ED   34,87.50%,Luis R. Sepulveda,(Democratic),151,AD 77,2024-11-07_14:18:01.767317
ED   34,87.50%,Bernadette E. Stroud,(Republican),58,AD 77,2024-11-07_14:18:01.767317
ED   34,87.50%,Bernadette E. Stroud,(Conservative),2,AD 77,2024-11-07_14:18:01.767317
ED   34,87.50%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   35,87.50%,Luis R. Sepulveda,(Democratic),277,AD 77,2024-11-07_14:18:01.767317
ED   35,87.50%,Bernadette E. Stroud,(Republican),85,AD 77,2024-11-07_14:18:01.767317
ED   35,87.50%,Bernadette E. Stroud,(Conservative),9,AD 77,2024-11-07_14:18:01.767317
ED   35,87.50%,WRITE-IN,&nbsp,3,AD 77,2024-11-07_14:18:01.767317
ED   36,87.50%,Luis R. Sepulveda,(Democratic),245,AD 77,2024-11-07_14:18:01.767317
ED   36,87.50%,Bernadette E. Stroud,(Republican),85,AD 77,2024-11-07_14:18:01.767317
ED   36,87.50%,Bernadette E. Stroud,(Conservative),3,AD 77,2024-11-07_14:18:01.767317
ED   36,87.50%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   37,87.50%,Luis R. Sepulveda,(Democratic),335,AD 77,2024-11-07_14:18:01.767317
ED   37,87.50%,Bernadette E. Stroud,(Republican),83,AD 77,2024-11-07_14:18:01.767317
ED   37,87.50%,Bernadette E. Stroud,(Conservative),12,AD 77,2024-11-07_14:18:01.767317
ED   37,87.50%,WRITE-IN,&nbsp,3,AD 77,2024-11-07_14:18:01.767317
ED   38,99.00%,Luis R. Sepulveda,(Democratic),240,AD 77,2024-11-07_14:18:01.767317
ED   38,99.00%,Bernadette E. Stroud,(Republican),58,AD 77,2024-11-07_14:18:01.767317
ED   38,99.00%,Bernadette E. Stroud,(Conservative),5,AD 77,2024-11-07_14:18:01.767317
ED   38,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   39,87.50%,Luis R. Sepulveda,(Democratic),333,AD 77,2024-11-07_14:18:01.767317
ED   39,87.50%,Bernadette E. Stroud,(Republican),123,AD 77,2024-11-07_14:18:01.767317
ED   39,87.50%,Bernadette E. Stroud,(Conservative),12,AD 77,2024-11-07_14:18:01.767317
ED   39,87.50%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:01.767317
ED   40,99.00%,Luis R. Sepulveda,(Democratic),347,AD 77,2024-11-07_14:18:01.767317
ED   40,99.00%,Bernadette E. Stroud,(Republican),86,AD 77,2024-11-07_14:18:01.767317
ED   40,99.00%,Bernadette E. Stroud,(Conservative),12,AD 77,2024-11-07_14:18:01.767317
ED   40,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   41,99.00%,Luis R. Sepulveda,(Democratic),397,AD 77,2024-11-07_14:18:01.767317
ED   41,99.00%,Bernadette E. Stroud,(Republican),117,AD 77,2024-11-07_14:18:01.767317
ED   41,99.00%,Bernadette E. Stroud,(Conservative),5,AD 77,2024-11-07_14:18:01.767317
ED   41,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:01.767317
ED   42,99.00%,Luis R. Sepulveda,(Democratic),377,AD 77,2024-11-07_14:18:01.767317
ED   42,99.00%,Bernadette E. Stroud,(Republican),114,AD 77,2024-11-07_14:18:01.767317
ED   42,99.00%,Bernadette E. Stroud,(Conservative),12,AD 77,2024-11-07_14:18:01.767317
ED   42,99.00%,WRITE-IN,&nbsp,2,AD 77,2024-11-07_14:18:01.767317
ED   43,99.00%,Luis R. Sepulveda,(Democratic),0,AD 77,2024-11-07_14:18:01.767317
ED   43,99.00%,Bernadette E. Stroud,(Republican),1,AD 77,2024-11-07_14:18:01.767317
ED   43,99.00%,Bernadette E. Stroud,(Conservative),0,AD 77,2024-11-07_14:18:01.767317
ED   43,99.00%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   44,99.00%,Luis R. Sepulveda,(Democratic),438,AD 77,2024-11-07_14:18:01.767317
ED   44,99.00%,Bernadette E. Stroud,(Republican),79,AD 77,2024-11-07_14:18:01.767317
ED   44,99.00%,Bernadette E. Stroud,(Conservative),7,AD 77,2024-11-07_14:18:01.767317
ED   44,99.00%,WRITE-IN,&nbsp,1,AD 77,2024-11-07_14:18:01.767317
ED   45,83.33%,Luis R. Sepulveda,(Democratic),52,AD 77,2024-11-07_14:18:01.767317
ED   45,83.33%,Bernadette E. Stroud,(Republican),5,AD 77,2024-11-07_14:18:01.767317
ED   45,83.33%,Bernadette E. Stroud,(Conservative),2,AD 77,2024-11-07_14:18:01.767317
ED   45,83.33%,WRITE-IN,&nbsp,0,AD 77,2024-11-07_14:18:01.767317
ED   46,83.33%,Luis R. Sepulveda,(Democratic),320,AD 77,2024-11-07_14:18:01.767317
ED   46,83.33%,Bernadette E. Stroud,(Republican),74,AD 77,2024-11-07_14:18:01.767317
