boro,reported,candidate,party,votes,scrape_time
New York,96.79%,Cordell Cleare,(Democratic),75307,2024-11-13_13:14:02.081635
New York,96.79%,Cordell Cleare,(Working Families),9376,2024-11-13_13:14:02.081635
New York,96.79%,WRITE-IN,,397,2024-11-13_13:14:02.081635
Total,,Cordell Cleare,(Democratic),75307,2024-11-13_13:14:02.081635
Total,,Cordell Cleare,(Working Families),9376,2024-11-13_13:14:02.081635
Total,,WRITE-IN,,397,2024-11-13_13:14:02.081635
