boro,reported,candidate,party,votes,scrape_time
Bronx,98.04%,George S. Latimer,(Democratic),20440,2024-11-13_13:13:28.079866
Bronx,98.04%,Miriam Levitt Flisser,(Republican),2443,2024-11-13_13:13:28.079866
Bronx,98.04%,WRITE-IN,,104,2024-11-13_13:13:28.079866
Total,,George S. Latimer,(Democratic),20440,2024-11-13_13:13:28.079866
Total,,Miriam Levitt Flisser,(Republican),2443,2024-11-13_13:13:28.079866
Total,,WRITE-IN,,104,2024-11-13_13:13:28.079866
