boro,reported,candidate,party,votes,scrape_time
New York,94.83%,Rebecca A. Seawright,(Democratic),43843,2024-11-07_14:08:57.020997
New York,94.83%,Rebecca A. Seawright,(Working Families),3329,2024-11-07_14:08:57.020997
New York,94.83%,WRITE-IN,,535,2024-11-07_14:08:57.020997
Total,,Rebecca A. Seawright,(Democratic),43843,2024-11-07_14:08:57.020997
Total,,Rebecca A. Seawright,(Working Families),3329,2024-11-07_14:08:57.020997
Total,,WRITE-IN,,535,2024-11-07_14:08:57.020997
