boro,reported,candidate,party,votes,scrape_time
Queens,98.91%,John C. Liu,(Democratic),41074,2024-11-13_13:13:41.123273
Queens,98.91%,Juan M. Pagan,(Conservative),11679,2024-11-13_13:13:41.123273
Queens,98.91%,John C. Liu,(Working Families),4321,2024-11-13_13:13:41.123273
Queens,98.91%,WRITE-IN,,270,2024-11-13_13:13:41.123273
Total,,John C. Liu,(Democratic),41074,2024-11-13_13:13:41.123273
Total,,Juan M. Pagan,(Conservative),11679,2024-11-13_13:13:41.123273
Total,,John C. Liu,(Working Families),4321,2024-11-13_13:13:41.123273
Total,,WRITE-IN,,270,2024-11-13_13:13:41.123273
