boro,reported,candidate,party,votes,scrape_time
Kings,95.10%,Ari Kagan,(Republican),1232,2025-07-02_13:54:31.067277
Kings,95.10%,Inna Vernikov,(Republican),2427,2025-07-02_13:54:31.067277
Kings,95.10%,WRITE-IN,,20,2025-07-02_13:54:31.067277
Total,,Ari Kagan,(Republican),1232,2025-07-02_13:54:31.067277
Total,,Inna Vernikov,(Republican),2427,2025-07-02_13:54:31.067277
Total,,WRITE-IN,,20,2025-07-02_13:54:31.067277
