boro,reported,candidate,party,votes,scrape_time
New York,98.10%,Linda B. Rosenthal,(Democratic),45268,2024-11-13_13:14:30.702554
New York,98.10%,Linda B. Rosenthal,(Working Families),3760,2024-11-13_13:14:30.702554
New York,98.10%,WRITE-IN,,597,2024-11-13_13:14:30.702554
Total,,Linda B. Rosenthal,(Democratic),45268,2024-11-13_13:14:30.702554
Total,,Linda B. Rosenthal,(Working Families),3760,2024-11-13_13:14:30.702554
Total,,WRITE-IN,,597,2024-11-13_13:14:30.702554
