boro,reported,candidate,party,votes,scrape_time
Bronx,97.56%,Carl E. Heastie,(Democratic),28509,2024-11-13_13:14:37.275878
Bronx,97.56%,Stephanie Liggio,(Republican),3057,2024-11-13_13:14:37.275878
Bronx,97.56%,Stephanie Liggio,(Conservative),604,2024-11-13_13:14:37.275878
Bronx,97.56%,WRITE-IN,,42,2024-11-13_13:14:37.275878
Total,,Carl E. Heastie,(Democratic),28509,2024-11-13_13:14:37.275878
Total,,Stephanie Liggio,(Republican),3057,2024-11-13_13:14:37.275878
Total,,Stephanie Liggio,(Conservative),604,2024-11-13_13:14:37.275878
Total,,WRITE-IN,,42,2024-11-13_13:14:37.275878
