boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Brian A. Cunningham,(Democratic),35531,2024-11-13_13:14:19.948196
Kings,99.00%,Brian A. Cunningham,(Working Families),5187,2024-11-13_13:14:19.948196
Kings,99.00%,WRITE-IN,,222,2024-11-13_13:14:19.948196
Total,,Brian A. Cunningham,(Democratic),35531,2024-11-13_13:14:19.948196
Total,,Brian A. Cunningham,(Working Families),5187,2024-11-13_13:14:19.948196
Total,,WRITE-IN,,222,2024-11-13_13:14:19.948196
