boro,reported,candidate,party,votes,scrape_time
Bronx,97.60%,Matthew Parker-Raso,(Democratic),231136,2024-11-13_13:12:50.584362
Bronx,97.60%,WRITE-IN,,2116,2024-11-13_13:12:50.584362
Total,,Matthew Parker-Raso,(Democratic),231136,2024-11-13_13:12:50.584362
Total,,WRITE-IN,,2116,2024-11-13_13:12:50.584362
