ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED    1,99.00%,Deborah Glick,(Democratic),3,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Kathryn Freed,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,David Siffert,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Eliza Orlins,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Anthony S. Hoffmann,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Allen N. Roskoff,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Susan Barrie,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Sheila R. Rule,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Patricia Laraia,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Morton Minsley,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Daniel Palmisano,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Richard Corman,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Linda Jacobson,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Dennis Gault,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Melissa Carty,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Erin Hussein,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Maria Passanente-Derr,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Sylvia E. Di Pietro,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Maureen Remacle,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Vanessa Warren,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Mark Fiedler,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Susan Lee,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Alix Fredrika Kucker,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Norma Ramirez,(Democratic),3,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Joan Karn,(Democratic),1,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,Alan Ross,(Democratic),0,AD 66,2025-07-02_13:54:07.041727
ED    1,99.00%,WRITE-IN,&nbsp,0,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Deborah Glick,(Democratic),163,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Kathryn Freed,(Democratic),95,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,David Siffert,(Democratic),67,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Eliza Orlins,(Democratic),99,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Anthony S. Hoffmann,(Democratic),69,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Allen N. Roskoff,(Democratic),68,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Susan Barrie,(Democratic),88,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Sheila R. Rule,(Democratic),94,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Patricia Laraia,(Democratic),91,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Morton Minsley,(Democratic),52,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Daniel Palmisano,(Democratic),66,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Richard Corman,(Democratic),64,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Linda Jacobson,(Democratic),91,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Dennis Gault,(Democratic),62,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Melissa Carty,(Democratic),89,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Erin Hussein,(Democratic),36,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Maria Passanente-Derr,(Democratic),36,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Sylvia E. Di Pietro,(Democratic),43,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Maureen Remacle,(Democratic),32,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Vanessa Warren,(Democratic),40,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Mark Fiedler,(Democratic),19,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Susan Lee,(Democratic),43,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Alix Fredrika Kucker,(Democratic),17,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Norma Ramirez,(Democratic),44,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Joan Karn,(Democratic),25,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,Alan Ross,(Democratic),16,AD 66,2025-07-02_13:54:07.041727
ED    2,99.00%,WRITE-IN,&nbsp,9,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Deborah Glick,(Democratic),169,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Kathryn Freed,(Democratic),108,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,David Siffert,(Democratic),72,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Eliza Orlins,(Democratic),99,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Anthony S. Hoffmann,(Democratic),84,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Allen N. Roskoff,(Democratic),72,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Susan Barrie,(Democratic),97,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Sheila R. Rule,(Democratic),86,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Patricia Laraia,(Democratic),93,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Morton Minsley,(Democratic),66,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Daniel Palmisano,(Democratic),74,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Richard Corman,(Democratic),64,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Linda Jacobson,(Democratic),97,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Dennis Gault,(Democratic),62,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Melissa Carty,(Democratic),91,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Erin Hussein,(Democratic),36,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Maria Passanente-Derr,(Democratic),33,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Sylvia E. Di Pietro,(Democratic),32,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Maureen Remacle,(Democratic),35,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Vanessa Warren,(Democratic),34,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Mark Fiedler,(Democratic),31,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Susan Lee,(Democratic),47,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Alix Fredrika Kucker,(Democratic),14,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Norma Ramirez,(Democratic),34,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Joan Karn,(Democratic),24,AD 66,2025-07-02_13:54:07.041727
ED    3,99.00%,Alan Ross,(Democratic),20,AD 66,2025-07-02_13:54:07.041727
