boro,reported,candidate,party,votes,scrape_time
Kings,96.97%,Michael Tannousis,(Republican),4171,2024-11-07_14:18:53.682049
Kings,96.97%,Michael Tannousis,(Conservative),947,2024-11-07_14:18:53.682049
Kings,96.97%,WRITE-IN,,352,2024-11-07_14:18:53.682049
Richmond,98.10%,Michael Tannousis,(Republican),31372,2024-11-07_14:18:53.682049
Richmond,98.10%,Michael Tannousis,(Conservative),3629,2024-11-07_14:18:53.682049
Richmond,98.10%,WRITE-IN,,756,2024-11-07_14:18:53.682049
Total,,Michael Tannousis,(Republican),35543,2024-11-07_14:18:53.682049
Total,,Michael Tannousis,(Conservative),4576,2024-11-07_14:18:53.682049
Total,,WRITE-IN,,1108,2024-11-07_14:18:53.682049
