AD_num,reported,candidate,party,votes,scrape_time
AD   23,99.00%,Latoya L. LeGrand,(Democratic),19,2025-07-02_13:53:41.849756
AD   23,99.00%,Ty Hankerson,(Democratic),18,2025-07-02_13:53:41.849756
AD   23,99.00%,Romeo Hitlall,(Democratic),24,2025-07-02_13:53:41.849756
AD   23,99.00%,Ruben W. Wills,(Democratic),10,2025-07-02_13:53:41.849756
AD   23,99.00%,Japneet Singh,(Democratic),79,2025-07-02_13:53:41.849756
AD   23,99.00%,WRITE-IN,,2,2025-07-02_13:53:41.849756
AD   24,99.00%,Latoya L. LeGrand,(Democratic),122,2025-07-02_13:53:41.849756
AD   24,99.00%,Ty Hankerson,(Democratic),154,2025-07-02_13:53:41.849756
AD   24,99.00%,Romeo Hitlall,(Democratic),278,2025-07-02_13:53:41.849756
AD   24,99.00%,Ruben W. Wills,(Democratic),72,2025-07-02_13:53:41.849756
AD   24,99.00%,Japneet Singh,(Democratic),495,2025-07-02_13:53:41.849756
AD   24,99.00%,WRITE-IN,,6,2025-07-02_13:53:41.849756
AD   29,99.00%,Latoya L. LeGrand,(Democratic),38,2025-07-02_13:53:41.849756
AD   29,99.00%,Ty Hankerson,(Democratic),57,2025-07-02_13:53:41.849756
AD   29,99.00%,Romeo Hitlall,(Democratic),7,2025-07-02_13:53:41.849756
AD   29,99.00%,Ruben W. Wills,(Democratic),23,2025-07-02_13:53:41.849756
AD   29,99.00%,Japneet Singh,(Democratic),30,2025-07-02_13:53:41.849756
AD   29,99.00%,WRITE-IN,,1,2025-07-02_13:53:41.849756
AD   31,99.00%,Latoya L. LeGrand,(Democratic),356,2025-07-02_13:53:41.849756
AD   31,99.00%,Ty Hankerson,(Democratic),716,2025-07-02_13:53:41.849756
AD   31,99.00%,Romeo Hitlall,(Democratic),574,2025-07-02_13:53:41.849756
AD   31,99.00%,Ruben W. Wills,(Democratic),261,2025-07-02_13:53:41.849756
AD   31,99.00%,Japneet Singh,(Democratic),1095,2025-07-02_13:53:41.849756
AD   31,99.00%,WRITE-IN,,11,2025-07-02_13:53:41.849756
AD   32,85.71%,Latoya L. LeGrand,(Democratic),1551,2025-07-02_13:53:41.849756
AD   32,85.71%,Ty Hankerson,(Democratic),3371,2025-07-02_13:53:41.849756
AD   32,85.71%,Romeo Hitlall,(Democratic),244,2025-07-02_13:53:41.849756
AD   32,85.71%,Ruben W. Wills,(Democratic),1379,2025-07-02_13:53:41.849756
AD   32,85.71%,Japneet Singh,(Democratic),1370,2025-07-02_13:53:41.849756
AD   32,85.71%,WRITE-IN,,35,2025-07-02_13:53:41.849756
Total,,Latoya L. LeGrand,(Democratic),2086,2025-07-02_13:53:41.849756
Total,,Ty Hankerson,(Democratic),4316,2025-07-02_13:53:41.849756
Total,,Romeo Hitlall,(Democratic),1127,2025-07-02_13:53:41.849756
Total,,Ruben W. Wills,(Democratic),1745,2025-07-02_13:53:41.849756
Total,,Japneet Singh,(Democratic),3069,2025-07-02_13:53:41.849756
Total,,WRITE-IN,,55,2025-07-02_13:53:41.849756
