boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Maritza Davila,(Democratic),30236,2024-11-13_13:14:25.075382
Kings,99.00%,WRITE-IN,,224,2024-11-13_13:14:25.075382
Total,,Maritza Davila,(Democratic),30236,2024-11-13_13:14:25.075382
Total,,WRITE-IN,,224,2024-11-13_13:14:25.075382
