AD_num,reported,candidate,party,votes,scrape_time
AD   77,75.76%,Pierina A. Sanchez,(Democratic),687,2025-07-02_13:53:34.924169
AD   77,75.76%,Fernando Cabrera,(Democratic),243,2025-07-02_13:53:34.924169
AD   77,75.76%,Bryan Hodge Vasquez,(Democratic),138,2025-07-02_13:53:34.924169
AD   77,75.76%,WRITE-IN,,5,2025-07-02_13:53:34.924169
AD   78,99.00%,Pierina A. Sanchez,(Democratic),1817,2025-07-02_13:53:34.924169
AD   78,99.00%,Fernando Cabrera,(Democratic),605,2025-07-02_13:53:34.924169
AD   78,99.00%,Bryan Hodge Vasquez,(Democratic),328,2025-07-02_13:53:34.924169
AD   78,99.00%,WRITE-IN,,15,2025-07-02_13:53:34.924169
AD   81,99.00%,Pierina A. Sanchez,(Democratic),633,2025-07-02_13:53:34.924169
AD   81,99.00%,Fernando Cabrera,(Democratic),146,2025-07-02_13:53:34.924169
AD   81,99.00%,Bryan Hodge Vasquez,(Democratic),69,2025-07-02_13:53:34.924169
AD   81,99.00%,WRITE-IN,,3,2025-07-02_13:53:34.924169
AD   86,88.68%,Pierina A. Sanchez,(Democratic),2498,2025-07-02_13:53:34.924169
AD   86,88.68%,Fernando Cabrera,(Democratic),892,2025-07-02_13:53:34.924169
AD   86,88.68%,Bryan Hodge Vasquez,(Democratic),380,2025-07-02_13:53:34.924169
AD   86,88.68%,WRITE-IN,,13,2025-07-02_13:53:34.924169
Total,,Pierina A. Sanchez,(Democratic),5635,2025-07-02_13:53:34.924169
Total,,Fernando Cabrera,(Democratic),1886,2025-07-02_13:53:34.924169
Total,,Bryan Hodge Vasquez,(Democratic),915,2025-07-02_13:53:34.924169
Total,,WRITE-IN,,36,2025-07-02_13:53:34.924169
