boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Mercedes Narcisse,(Democratic),12768,2025-07-02_13:53:51.393184
Kings,99.00%,Dimple Willabus,(Democratic),2576,2025-07-02_13:53:51.393184
Kings,99.00%,WRITE-IN,,50,2025-07-02_13:53:51.393184
Total,,Mercedes Narcisse,(Democratic),12768,2025-07-02_13:53:51.393184
Total,,Dimple Willabus,(Democratic),2576,2025-07-02_13:53:51.393184
Total,,WRITE-IN,,50,2025-07-02_13:53:51.393184
