AD_num,reported,candidate,party,votes,scrape_time
AD   71,89.52%,Seson Adams,(Republican),77,2025-07-02_13:54:35.697128
AD   71,89.52%,Jose Sandoval Perez,(Republican),79,2025-07-02_13:54:35.697128
AD   71,89.52%,WRITE-IN,,11,2025-07-02_13:54:35.697128
Total,,Seson Adams,(Republican),77,2025-07-02_13:54:35.697128
Total,,Jose Sandoval Perez,(Republican),79,2025-07-02_13:54:35.697128
Total,,WRITE-IN,,11,2025-07-02_13:54:35.697128
