boro,reported,candidate,party,votes,scrape_time
New York,96.23%,Carmen N. De La Rosa,(Democratic),18995,2025-07-02_13:53:30.737502
New York,96.23%,Francesca Castellanos,(Democratic),2677,2025-07-02_13:53:30.737502
New York,96.23%,WRITE-IN,,113,2025-07-02_13:53:30.737502
Total,,Carmen N. De La Rosa,(Democratic),18995,2025-07-02_13:53:30.737502
Total,,Francesca Castellanos,(Democratic),2677,2025-07-02_13:53:30.737502
Total,,WRITE-IN,,113,2025-07-02_13:53:30.737502
