AD_num,reported,candidate,party,votes,scrape_time
AD   44,99.00%,Ling Ye,(Democratic),163,2025-07-02_13:53:47.517938
AD   44,99.00%,Alexa Aviles,(Democratic),587,2025-07-02_13:53:47.517938
AD   44,99.00%,WRITE-IN,,6,2025-07-02_13:53:47.517938
AD   46,99.00%,Ling Ye,(Democratic),140,2025-07-02_13:53:47.517938
AD   46,99.00%,Alexa Aviles,(Democratic),137,2025-07-02_13:53:47.517938
AD   46,99.00%,WRITE-IN,,0,2025-07-02_13:53:47.517938
AD   47,99.00%,Ling Ye,(Democratic),307,2025-07-02_13:53:47.517938
AD   47,99.00%,Alexa Aviles,(Democratic),222,2025-07-02_13:53:47.517938
AD   47,99.00%,WRITE-IN,,1,2025-07-02_13:53:47.517938
AD   49,97.62%,Ling Ye,(Democratic),956,2025-07-02_13:53:47.517938
AD   49,97.62%,Alexa Aviles,(Democratic),880,2025-07-02_13:53:47.517938
AD   49,97.62%,WRITE-IN,,10,2025-07-02_13:53:47.517938
AD   51,99.00%,Ling Ye,(Democratic),2243,2025-07-02_13:53:47.517938
AD   51,99.00%,Alexa Aviles,(Democratic),7907,2025-07-02_13:53:47.517938
AD   51,99.00%,WRITE-IN,,56,2025-07-02_13:53:47.517938
AD   52,99.00%,Ling Ye,(Democratic),6,2025-07-02_13:53:47.517938
AD   52,99.00%,Alexa Aviles,(Democratic),36,2025-07-02_13:53:47.517938
AD   52,99.00%,WRITE-IN,,2,2025-07-02_13:53:47.517938
AD   61,99.00%,Ling Ye,(Democratic),0,2025-07-02_13:53:47.517938
AD   61,99.00%,Alexa Aviles,(Democratic),2,2025-07-02_13:53:47.517938
AD   61,99.00%,WRITE-IN,,0,2025-07-02_13:53:47.517938
Total,,Ling Ye,(Democratic),3815,2025-07-02_13:53:47.517938
Total,,Alexa Aviles,(Democratic),9771,2025-07-02_13:53:47.517938
Total,,WRITE-IN,,75,2025-07-02_13:53:47.517938
