ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   20,99.00%,Ling Ye,(Democratic),80,AD 44,2025-07-02_13:53:47.517938
ED   20,99.00%,Alexa Aviles,(Democratic),211,AD 44,2025-07-02_13:53:47.517938
ED   20,99.00%,WRITE-IN,&nbsp,4,AD 44,2025-07-02_13:53:47.517938
ED   21,99.00%,Ling Ye,(Democratic),83,AD 44,2025-07-02_13:53:47.517938
ED   21,99.00%,Alexa Aviles,(Democratic),376,AD 44,2025-07-02_13:53:47.517938
ED   21,99.00%,WRITE-IN,&nbsp,2,AD 44,2025-07-02_13:53:47.517938
Total,,Ling Ye,(Democratic),163,AD 44,2025-07-02_13:53:47.517938
Total,,Alexa Aviles,(Democratic),587,AD 44,2025-07-02_13:53:47.517938
Total,,WRITE-IN,&nbsp,6,AD 44,2025-07-02_13:53:47.517938
ED   25,99.00%,Ling Ye,(Democratic),69,AD 46,2025-07-02_13:53:47.517938
ED   25,99.00%,Alexa Aviles,(Democratic),60,AD 46,2025-07-02_13:53:47.517938
ED   25,99.00%,WRITE-IN,&nbsp,0,AD 46,2025-07-02_13:53:47.517938
ED   26,99.00%,Ling Ye,(Democratic),71,AD 46,2025-07-02_13:53:47.517938
ED   26,99.00%,Alexa Aviles,(Democratic),77,AD 46,2025-07-02_13:53:47.517938
ED   26,99.00%,WRITE-IN,&nbsp,0,AD 46,2025-07-02_13:53:47.517938
Total,,Ling Ye,(Democratic),140,AD 46,2025-07-02_13:53:47.517938
Total,,Alexa Aviles,(Democratic),137,AD 46,2025-07-02_13:53:47.517938
Total,,WRITE-IN,&nbsp,-,AD 46,2025-07-02_13:53:47.517938
ED    4,99.00%,Ling Ye,(Democratic),74,AD 47,2025-07-02_13:53:47.517938
ED    4,99.00%,Alexa Aviles,(Democratic),33,AD 47,2025-07-02_13:53:47.517938
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 47,2025-07-02_13:53:47.517938
ED    6,99.00%,Ling Ye,(Democratic),49,AD 47,2025-07-02_13:53:47.517938
ED    6,99.00%,Alexa Aviles,(Democratic),27,AD 47,2025-07-02_13:53:47.517938
ED    6,99.00%,WRITE-IN,&nbsp,0,AD 47,2025-07-02_13:53:47.517938
ED    8,99.00%,Ling Ye,(Democratic),36,AD 47,2025-07-02_13:53:47.517938
ED    8,99.00%,Alexa Aviles,(Democratic),22,AD 47,2025-07-02_13:53:47.517938
ED    8,99.00%,WRITE-IN,&nbsp,0,AD 47,2025-07-02_13:53:47.517938
ED   12,99.00%,Ling Ye,(Democratic),85,AD 47,2025-07-02_13:53:47.517938
ED   12,99.00%,Alexa Aviles,(Democratic),73,AD 47,2025-07-02_13:53:47.517938
ED   12,99.00%,WRITE-IN,&nbsp,0,AD 47,2025-07-02_13:53:47.517938
ED   13,99.00%,Ling Ye,(Democratic),50,AD 47,2025-07-02_13:53:47.517938
ED   13,99.00%,Alexa Aviles,(Democratic),49,AD 47,2025-07-02_13:53:47.517938
ED   13,99.00%,WRITE-IN,&nbsp,1,AD 47,2025-07-02_13:53:47.517938
ED   18,99.00%,Ling Ye,(Democratic),13,AD 47,2025-07-02_13:53:47.517938
ED   18,99.00%,Alexa Aviles,(Democratic),18,AD 47,2025-07-02_13:53:47.517938
ED   18,99.00%,WRITE-IN,&nbsp,0,AD 47,2025-07-02_13:53:47.517938
Total,,Ling Ye,(Democratic),307,AD 47,2025-07-02_13:53:47.517938
Total,,Alexa Aviles,(Democratic),222,AD 47,2025-07-02_13:53:47.517938
Total,,WRITE-IN,&nbsp,1,AD 47,2025-07-02_13:53:47.517938
ED    1,99.00%,Ling Ye,(Democratic),32,AD 49,2025-07-02_13:53:47.517938
