boro,reported,candidate,party,votes,scrape_time
Kings,99.00%,Ling Ye,(Democratic),3815,2025-07-02_13:53:47.517938
Kings,99.00%,Alexa Aviles,(Democratic),9771,2025-07-02_13:53:47.517938
Kings,99.00%,WRITE-IN,,75,2025-07-02_13:53:47.517938
Total,,Ling Ye,(Democratic),3815,2025-07-02_13:53:47.517938
Total,,Alexa Aviles,(Democratic),9771,2025-07-02_13:53:47.517938
Total,,WRITE-IN,,75,2025-07-02_13:53:47.517938
