ED_num,reported,candidate,party,votes,AD_num
ED   24,99.00%,NO,&nbsp,76,AD 36
ED   25,99.00%,YES,&nbsp,784,AD 36
ED   25,99.00%,NO,&nbsp,151,AD 36
ED   26,99.00%,YES,&nbsp,476,AD 36
ED   26,99.00%,NO,&nbsp,62,AD 36
ED   27,99.00%,YES,&nbsp,220,AD 36
ED   27,99.00%,NO,&nbsp,59,AD 36
ED   28,99.00%,YES,&nbsp,780,AD 36
ED   28,99.00%,NO,&nbsp,170,AD 36
ED   29,99.00%,YES,&nbsp,117,AD 36
ED   29,99.00%,NO,&nbsp,11,AD 36
ED   30,99.00%,YES,&nbsp,400,AD 36
ED   30,99.00%,NO,&nbsp,60,AD 36
ED   31,99.00%,YES,&nbsp,445,AD 36
ED   31,99.00%,NO,&nbsp,66,AD 36
ED   32,99.00%,YES,&nbsp,539,AD 36
ED   32,99.00%,NO,&nbsp,88,AD 36
ED   33,99.00%,YES,&nbsp,67,AD 36
ED   33,99.00%,NO,&nbsp,14,AD 36
ED   34,99.00%,YES,&nbsp,61,AD 36
ED   34,99.00%,NO,&nbsp,13,AD 36
ED   35,99.00%,YES,&nbsp,741,AD 36
ED   35,99.00%,NO,&nbsp,77,AD 36
ED   36,99.00%,YES,&nbsp,1041,AD 36
ED   36,99.00%,NO,&nbsp,126,AD 36
ED   37,99.00%,YES,&nbsp,506,AD 36
ED   37,99.00%,NO,&nbsp,40,AD 36
ED   38,99.00%,YES,&nbsp,412,AD 36
ED   38,99.00%,NO,&nbsp,98,AD 36
ED   39,99.00%,YES,&nbsp,407,AD 36
ED   39,99.00%,NO,&nbsp,84,AD 36
ED   40,99.00%,YES,&nbsp,432,AD 36
ED   40,99.00%,NO,&nbsp,77,AD 36
ED   41,99.00%,YES,&nbsp,862,AD 36
ED   41,99.00%,NO,&nbsp,97,AD 36
ED   42,99.00%,YES,&nbsp,574,AD 36
ED   42,99.00%,NO,&nbsp,62,AD 36
ED   43,99.00%,YES,&nbsp,593,AD 36
ED   43,99.00%,NO,&nbsp,104,AD 36
ED   44,99.00%,YES,&nbsp,733,AD 36
ED   44,99.00%,NO,&nbsp,126,AD 36
ED   45,99.00%,YES,&nbsp,338,AD 36
ED   45,99.00%,NO,&nbsp,76,AD 36
ED   46,99.00%,YES,&nbsp,530,AD 36
ED   46,99.00%,NO,&nbsp,100,AD 36
ED   47,99.00%,YES,&nbsp,430,AD 36
ED   47,99.00%,NO,&nbsp,86,AD 36
ED   48,99.00%,YES,&nbsp,125,AD 36
ED   48,99.00%,NO,&nbsp,22,AD 36
ED   49,99.00%,YES,&nbsp,41,AD 36
ED   49,99.00%,NO,&nbsp,8,AD 36
ED   50,99.00%,YES,&nbsp,65,AD 36
ED   50,99.00%,NO,&nbsp,15,AD 36
ED   51,99.00%,YES,&nbsp,243,AD 36
ED   51,99.00%,NO,&nbsp,73,AD 36
ED   52,99.00%,YES,&nbsp,163,AD 36
ED   52,99.00%,NO,&nbsp,37,AD 36
ED   53,99.00%,YES,&nbsp,244,AD 36
ED   53,99.00%,NO,&nbsp,39,AD 36
ED   54,99.00%,YES,&nbsp,634,AD 36
ED   54,99.00%,NO,&nbsp,87,AD 36
ED   55,99.00%,YES,&nbsp,621,AD 36
ED   55,99.00%,NO,&nbsp,149,AD 36
ED   56,99.00%,YES,&nbsp,879,AD 36
ED   56,99.00%,NO,&nbsp,219,AD 36
ED   57,99.00%,YES,&nbsp,714,AD 36
ED   57,99.00%,NO,&nbsp,99,AD 36
ED   58,99.00%,YES,&nbsp,448,AD 36
ED   58,99.00%,NO,&nbsp,62,AD 36
ED   59,99.00%,YES,&nbsp,510,AD 36
ED   59,99.00%,NO,&nbsp,79,AD 36
ED   60,99.00%,YES,&nbsp,453,AD 36
ED   60,99.00%,NO,&nbsp,86,AD 36
ED   61,99.00%,YES,&nbsp,520,AD 36
ED   61,99.00%,NO,&nbsp,108,AD 36
ED   62,99.00%,YES,&nbsp,673,AD 36
ED   62,99.00%,NO,&nbsp,112,AD 36
ED   63,99.00%,YES,&nbsp,833,AD 36
ED   63,99.00%,NO,&nbsp,157,AD 36
ED   64,99.00%,YES,&nbsp,353,AD 36
ED   64,99.00%,NO,&nbsp,110,AD 36
ED   65,99.00%,YES,&nbsp,755,AD 36
ED   65,99.00%,NO,&nbsp,131,AD 36
ED   66,99.00%,YES,&nbsp,112,AD 36
ED   66,99.00%,NO,&nbsp,13,AD 36
ED   67,99.00%,YES,&nbsp,55,AD 36
ED   67,99.00%,NO,&nbsp,5,AD 36
ED   68,99.00%,YES,&nbsp,0,AD 36
ED   68,99.00%,NO,&nbsp,0,AD 36
ED   69,99.00%,YES,&nbsp,0,AD 36
ED   69,99.00%,NO,&nbsp,0,AD 36
ED   70,99.00%,YES,&nbsp,0,AD 36
ED   70,99.00%,NO,&nbsp,0,AD 36
Total,,YES,&nbsp,34520,AD 36
Total,,NO,&nbsp,6364,AD 36
ED    1,99.00%,YES,&nbsp,790,AD 37
ED    1,99.00%,NO,&nbsp,64,AD 37
ED    2,99.00%,YES,&nbsp,949,AD 37
ED    2,99.00%,NO,&nbsp,120,AD 37
ED    3,99.00%,YES,&nbsp,921,AD 37
ED    3,99.00%,NO,&nbsp,139,AD 37
ED    4,99.00%,YES,&nbsp,503,AD 37
ED    4,99.00%,NO,&nbsp,88,AD 37
ED    5,99.00%,YES,&nbsp,571,AD 37
ED    5,99.00%,NO,&nbsp,65,AD 37
ED    6,99.00%,YES,&nbsp,917,AD 37
ED    6,99.00%,NO,&nbsp,124,AD 37
ED    7,99.00%,YES,&nbsp,745,AD 37
ED    7,99.00%,NO,&nbsp,96,AD 37
ED    8,99.00%,YES,&nbsp,1111,AD 37
ED    8,99.00%,NO,&nbsp,110,AD 37
ED    9,99.00%,YES,&nbsp,401,AD 37
ED    9,99.00%,NO,&nbsp,39,AD 37
ED   10,99.00%,YES,&nbsp,10,AD 37
ED   10,99.00%,NO,&nbsp,3,AD 37
ED   11,83.33%,YES,&nbsp,120,AD 37
ED   11,83.33%,NO,&nbsp,75,AD 37
ED   12,99.00%,YES,&nbsp,605,AD 37
ED   12,99.00%,NO,&nbsp,89,AD 37
ED   13,99.00%,YES,&nbsp,68,AD 37
ED   13,99.00%,NO,&nbsp,18,AD 37
ED   14,99.00%,YES,&nbsp,582,AD 37
ED   14,99.00%,NO,&nbsp,146,AD 37
ED   15,99.00%,YES,&nbsp,158,AD 37
ED   15,99.00%,NO,&nbsp,52,AD 37
ED   16,99.00%,YES,&nbsp,300,AD 37
ED   16,99.00%,NO,&nbsp,87,AD 37
ED   17,99.00%,YES,&nbsp,402,AD 37
ED   17,99.00%,NO,&nbsp,111,AD 37
ED   18,99.00%,YES,&nbsp,454,AD 37
ED   18,99.00%,NO,&nbsp,123,AD 37
ED   19,99.00%,YES,&nbsp,573,AD 37
ED   19,99.00%,NO,&nbsp,122,AD 37
ED   20,99.00%,YES,&nbsp,598,AD 37
ED   20,99.00%,NO,&nbsp,122,AD 37
ED   21,99.00%,YES,&nbsp,614,AD 37
ED   21,99.00%,NO,&nbsp,115,AD 37
ED   22,99.00%,YES,&nbsp,692,AD 37
ED   22,99.00%,NO,&nbsp,170,AD 37
ED   23,99.00%,YES,&nbsp,534,AD 37
ED   23,99.00%,NO,&nbsp,70,AD 37
ED   24,99.00%,YES,&nbsp,678,AD 37
ED   24,99.00%,NO,&nbsp,144,AD 37
ED   25,99.00%,YES,&nbsp,541,AD 37
ED   25,99.00%,NO,&nbsp,93,AD 37
ED   26,99.00%,YES,&nbsp,539,AD 37
ED   26,99.00%,NO,&nbsp,107,AD 37
ED   27,99.00%,YES,&nbsp,720,AD 37
ED   27,99.00%,NO,&nbsp,138,AD 37
ED   28,99.00%,YES,&nbsp,731,AD 37
ED   28,99.00%,NO,&nbsp,137,AD 37
ED   29,99.00%,YES,&nbsp,594,AD 37
ED   29,99.00%,NO,&nbsp,112,AD 37
ED   30,99.00%,YES,&nbsp,605,AD 37
ED   30,99.00%,NO,&nbsp,147,AD 37
ED   31,99.00%,YES,&nbsp,629,AD 37
ED   31,99.00%,NO,&nbsp,149,AD 37
ED   32,99.00%,YES,&nbsp,269,AD 37
ED   32,99.00%,NO,&nbsp,47,AD 37
ED   33,99.00%,YES,&nbsp,444,AD 37
ED   33,99.00%,NO,&nbsp,89,AD 37
ED   34,99.00%,YES,&nbsp,12,AD 37
ED   34,99.00%,NO,&nbsp,5,AD 37
ED   35,99.00%,YES,&nbsp,801,AD 37
ED   35,99.00%,NO,&nbsp,156,AD 37
ED   36,99.00%,YES,&nbsp,872,AD 37
ED   36,99.00%,NO,&nbsp,306,AD 37
ED   37,99.00%,YES,&nbsp,296,AD 37
ED   37,99.00%,NO,&nbsp,69,AD 37
ED   38,99.00%,YES,&nbsp,0,AD 37
ED   38,99.00%,NO,&nbsp,0,AD 37
ED   39,99.00%,YES,&nbsp,299,AD 37
ED   39,99.00%,NO,&nbsp,373,AD 37
ED   40,99.00%,YES,&nbsp,399,AD 37
ED   40,99.00%,NO,&nbsp,403,AD 37
ED   41,99.00%,YES,&nbsp,22,AD 37
ED   41,99.00%,NO,&nbsp,14,AD 37
ED   42,99.00%,YES,&nbsp,1,AD 37
ED   42,99.00%,NO,&nbsp,0,AD 37
ED   43,99.00%,YES,&nbsp,573,AD 37
ED   43,99.00%,NO,&nbsp,192,AD 37
ED   44,99.00%,YES,&nbsp,437,AD 37
ED   44,99.00%,NO,&nbsp,133,AD 37
ED   45,99.00%,YES,&nbsp,35,AD 37
ED   45,99.00%,NO,&nbsp,8,AD 37
ED   46,99.00%,YES,&nbsp,52,AD 37
ED   46,99.00%,NO,&nbsp,53,AD 37
ED   47,99.00%,YES,&nbsp,511,AD 37
ED   47,99.00%,NO,&nbsp,354,AD 37
ED   48,99.00%,YES,&nbsp,449,AD 37
ED   48,99.00%,NO,&nbsp,242,AD 37
ED   49,83.33%,YES,&nbsp,183,AD 37
ED   49,83.33%,NO,&nbsp,156,AD 37
ED   50,83.33%,YES,&nbsp,367,AD 37
ED   50,83.33%,NO,&nbsp,271,AD 37
ED   51,83.33%,YES,&nbsp,440,AD 37
ED   51,83.33%,NO,&nbsp,303,AD 37
ED   52,99.00%,YES,&nbsp,541,AD 37
ED   52,99.00%,NO,&nbsp,268,AD 37
ED   53,99.00%,YES,&nbsp,534,AD 37
ED   53,99.00%,NO,&nbsp,221,AD 37
ED   54,99.00%,YES,&nbsp,525,AD 37
ED   54,99.00%,NO,&nbsp,135,AD 37
ED   55,85.71%,YES,&nbsp,369,AD 37
ED   55,85.71%,NO,&nbsp,106,AD 37
ED   56,99.00%,YES,&nbsp,479,AD 37
ED   56,99.00%,NO,&nbsp,81,AD 37
ED   57,85.71%,YES,&nbsp,446,AD 37
ED   57,85.71%,NO,&nbsp,119,AD 37
ED   58,99.00%,YES,&nbsp,293,AD 37
ED   58,99.00%,NO,&nbsp,93,AD 37
ED   59,99.00%,YES,&nbsp,331,AD 37
ED   59,99.00%,NO,&nbsp,62,AD 37
ED   60,99.00%,YES,&nbsp,246,AD 37
ED   60,99.00%,NO,&nbsp,37,AD 37
ED   61,99.00%,YES,&nbsp,407,AD 37
ED   61,99.00%,NO,&nbsp,75,AD 37
ED   62,99.00%,YES,&nbsp,243,AD 37
ED   62,99.00%,NO,&nbsp,87,AD 37
ED   63,99.00%,YES,&nbsp,711,AD 37
ED   63,99.00%,NO,&nbsp,150,AD 37
ED   64,99.00%,YES,&nbsp,486,AD 37
ED   64,99.00%,NO,&nbsp,122,AD 37
ED   65,99.00%,YES,&nbsp,523,AD 37
ED   65,99.00%,NO,&nbsp,75,AD 37
ED   66,99.00%,YES,&nbsp,0,AD 37
ED   66,99.00%,NO,&nbsp,0,AD 37
ED   67,99.00%,YES,&nbsp,0,AD 37
ED   67,99.00%,NO,&nbsp,0,AD 37
ED   68,99.00%,YES,&nbsp,0,AD 37
ED   68,99.00%,NO,&nbsp,0,AD 37
ED   69,99.00%,YES,&nbsp,0,AD 37
ED   69,99.00%,NO,&nbsp,0,AD 37
ED   70,99.00%,YES,&nbsp,0,AD 37
ED   70,99.00%,NO,&nbsp,0,AD 37
ED   71,99.00%,YES,&nbsp,0,AD 37
ED   71,99.00%,NO,&nbsp,0,AD 37
Total,,YES,&nbsp,30251,AD 37
Total,,NO,&nbsp,7980,AD 37
ED    1,99.00%,YES,&nbsp,540,AD 38
ED    1,99.00%,NO,&nbsp,96,AD 38
ED    2,99.00%,YES,&nbsp,636,AD 38
ED    2,99.00%,NO,&nbsp,87,AD 38
ED    3,99.00%,YES,&nbsp,630,AD 38
ED    3,99.00%,NO,&nbsp,66,AD 38
ED    4,99.00%,YES,&nbsp,608,AD 38
ED    4,99.00%,NO,&nbsp,74,AD 38
ED    5,99.00%,YES,&nbsp,188,AD 38
ED    5,99.00%,NO,&nbsp,39,AD 38
ED    6,99.00%,YES,&nbsp,640,AD 38
ED    6,99.00%,NO,&nbsp,150,AD 38
ED    7,99.00%,YES,&nbsp,756,AD 38
ED    7,99.00%,NO,&nbsp,113,AD 38
ED    8,99.00%,YES,&nbsp,2,AD 38
ED    8,99.00%,NO,&nbsp,2,AD 38
ED    9,99.00%,YES,&nbsp,530,AD 38
ED    9,99.00%,NO,&nbsp,306,AD 38
ED   10,99.00%,YES,&nbsp,539,AD 38
ED   10,99.00%,NO,&nbsp,209,AD 38
ED   11,99.00%,YES,&nbsp,390,AD 38
ED   11,99.00%,NO,&nbsp,256,AD 38
ED   12,99.00%,YES,&nbsp,502,AD 38
ED   12,99.00%,NO,&nbsp,234,AD 38
ED   13,99.00%,YES,&nbsp,155,AD 38
ED   13,99.00%,NO,&nbsp,100,AD 38
ED   14,99.00%,YES,&nbsp,542,AD 38
ED   14,99.00%,NO,&nbsp,403,AD 38
ED   15,99.00%,YES,&nbsp,490,AD 38
ED   15,99.00%,NO,&nbsp,407,AD 38
ED   16,99.00%,YES,&nbsp,64,AD 38
ED   16,99.00%,NO,&nbsp,30,AD 38
ED   17,99.00%,YES,&nbsp,500,AD 38
ED   17,99.00%,NO,&nbsp,347,AD 38
ED   18,99.00%,YES,&nbsp,268,AD 38
ED   18,99.00%,NO,&nbsp,94,AD 38
ED   19,99.00%,YES,&nbsp,456,AD 38
ED   19,99.00%,NO,&nbsp,99,AD 38
ED   20,99.00%,YES,&nbsp,562,AD 38
ED   20,99.00%,NO,&nbsp,203,AD 38
ED   21,99.00%,YES,&nbsp,435,AD 38
ED   21,99.00%,NO,&nbsp,121,AD 38
ED   22,80.00%,YES,&nbsp,172,AD 38
ED   22,80.00%,NO,&nbsp,47,AD 38
ED   23,80.00%,YES,&nbsp,372,AD 38
ED   23,80.00%,NO,&nbsp,145,AD 38
ED   24,99.00%,YES,&nbsp,395,AD 38
ED   24,99.00%,NO,&nbsp,123,AD 38
ED   25,99.00%,YES,&nbsp,225,AD 38
ED   25,99.00%,NO,&nbsp,48,AD 38
ED   26,99.00%,YES,&nbsp,450,AD 38
ED   26,99.00%,NO,&nbsp,119,AD 38
ED   27,99.00%,YES,&nbsp,146,AD 38
ED   27,99.00%,NO,&nbsp,75,AD 38
ED   28,99.00%,YES,&nbsp,476,AD 38
ED   28,99.00%,NO,&nbsp,136,AD 38
ED   29,99.00%,YES,&nbsp,373,AD 38
ED   29,99.00%,NO,&nbsp,86,AD 38
ED   30,99.00%,YES,&nbsp,530,AD 38
ED   30,99.00%,NO,&nbsp,140,AD 38
ED   31,99.00%,YES,&nbsp,264,AD 38
ED   31,99.00%,NO,&nbsp,60,AD 38
ED   32,99.00%,YES,&nbsp,611,AD 38
ED   32,99.00%,NO,&nbsp,164,AD 38
ED   33,99.00%,YES,&nbsp,509,AD 38
ED   33,99.00%,NO,&nbsp,170,AD 38
ED   34,99.00%,YES,&nbsp,555,AD 38
ED   34,99.00%,NO,&nbsp,110,AD 38
ED   35,99.00%,YES,&nbsp,452,AD 38
ED   35,99.00%,NO,&nbsp,139,AD 38
ED   36,99.00%,YES,&nbsp,384,AD 38
ED   36,99.00%,NO,&nbsp,95,AD 38
ED   37,99.00%,YES,&nbsp,415,AD 38
ED   37,99.00%,NO,&nbsp,125,AD 38
ED   38,99.00%,YES,&nbsp,289,AD 38
ED   38,99.00%,NO,&nbsp,91,AD 38
ED   39,99.00%,YES,&nbsp,347,AD 38
ED   39,99.00%,NO,&nbsp,103,AD 38
ED   40,99.00%,YES,&nbsp,224,AD 38
ED   40,99.00%,NO,&nbsp,49,AD 38
ED   41,99.00%,YES,&nbsp,266,AD 38
ED   41,99.00%,NO,&nbsp,101,AD 38
ED   42,99.00%,YES,&nbsp,157,AD 38
ED   42,99.00%,NO,&nbsp,42,AD 38
ED   43,99.00%,YES,&nbsp,8,AD 38
ED   43,99.00%,NO,&nbsp,1,AD 38
ED   44,85.71%,YES,&nbsp,246,AD 38
ED   44,85.71%,NO,&nbsp,45,AD 38
ED   45,99.00%,YES,&nbsp,214,AD 38
ED   45,99.00%,NO,&nbsp,80,AD 38
ED   46,99.00%,YES,&nbsp,599,AD 38
ED   46,99.00%,NO,&nbsp,182,AD 38
ED   47,99.00%,YES,&nbsp,555,AD 38
ED   47,99.00%,NO,&nbsp,255,AD 38
ED   48,99.00%,YES,&nbsp,512,AD 38
ED   48,99.00%,NO,&nbsp,145,AD 38
ED   49,80.00%,YES,&nbsp,139,AD 38
ED   49,80.00%,NO,&nbsp,45,AD 38
ED   50,99.00%,YES,&nbsp,394,AD 38
ED   50,99.00%,NO,&nbsp,148,AD 38
ED   51,99.00%,YES,&nbsp,473,AD 38
ED   51,99.00%,NO,&nbsp,117,AD 38
ED   52,99.00%,YES,&nbsp,119,AD 38
ED   52,99.00%,NO,&nbsp,48,AD 38
ED   53,99.00%,YES,&nbsp,346,AD 38
ED   53,99.00%,NO,&nbsp,248,AD 38
ED   54,99.00%,YES,&nbsp,0,AD 38
ED   54,99.00%,NO,&nbsp,0,AD 38
Total,,YES,&nbsp,20650,AD 38
Total,,NO,&nbsp,6918,AD 38
ED    1,99.00%,YES,&nbsp,716,AD 39
ED    1,99.00%,NO,&nbsp,137,AD 39
ED    2,99.00%,YES,&nbsp,784,AD 39
ED    2,99.00%,NO,&nbsp,130,AD 39
ED    3,99.00%,YES,&nbsp,648,AD 39
ED    3,99.00%,NO,&nbsp,131,AD 39
ED    4,72.73%,YES,&nbsp,314,AD 39
ED    4,72.73%,NO,&nbsp,51,AD 39
ED    5,99.00%,YES,&nbsp,567,AD 39
ED    5,99.00%,NO,&nbsp,108,AD 39
ED    6,99.00%,YES,&nbsp,822,AD 39
ED    6,99.00%,NO,&nbsp,149,AD 39
ED    7,99.00%,YES,&nbsp,703,AD 39
ED    7,99.00%,NO,&nbsp,151,AD 39
ED    8,90.91%,YES,&nbsp,772,AD 39
ED    8,90.91%,NO,&nbsp,153,AD 39
ED    9,99.00%,YES,&nbsp,307,AD 39
ED    9,99.00%,NO,&nbsp,63,AD 39
ED   10,90.91%,YES,&nbsp,216,AD 39
ED   10,90.91%,NO,&nbsp,30,AD 39
ED   11,93.75%,YES,&nbsp,31,AD 39
ED   11,93.75%,NO,&nbsp,4,AD 39
ED   12,99.00%,YES,&nbsp,292,AD 39
ED   12,99.00%,NO,&nbsp,75,AD 39
ED   13,99.00%,YES,&nbsp,172,AD 39
ED   13,99.00%,NO,&nbsp,29,AD 39
ED   14,93.75%,YES,&nbsp,349,AD 39
ED   14,93.75%,NO,&nbsp,57,AD 39
ED   15,93.75%,YES,&nbsp,455,AD 39
ED   15,93.75%,NO,&nbsp,140,AD 39
ED   16,99.00%,YES,&nbsp,40,AD 39
ED   16,99.00%,NO,&nbsp,11,AD 39
ED   17,93.75%,YES,&nbsp,193,AD 39
ED   17,93.75%,NO,&nbsp,48,AD 39
ED   18,93.75%,YES,&nbsp,431,AD 39
ED   18,93.75%,NO,&nbsp,132,AD 39
ED   19,93.75%,YES,&nbsp,488,AD 39
ED   19,93.75%,NO,&nbsp,110,AD 39
ED   20,99.00%,YES,&nbsp,123,AD 39
ED   20,99.00%,NO,&nbsp,20,AD 39
ED   21,93.75%,YES,&nbsp,261,AD 39
ED   21,93.75%,NO,&nbsp,63,AD 39
ED   22,99.00%,YES,&nbsp,365,AD 39
ED   22,99.00%,NO,&nbsp,91,AD 39
ED   23,93.75%,YES,&nbsp,247,AD 39
ED   23,93.75%,NO,&nbsp,100,AD 39
ED   24,93.75%,YES,&nbsp,144,AD 39
ED   24,93.75%,NO,&nbsp,33,AD 39
ED   25,99.00%,YES,&nbsp,283,AD 39
ED   25,99.00%,NO,&nbsp,56,AD 39
ED   26,99.00%,YES,&nbsp,395,AD 39
ED   26,99.00%,NO,&nbsp,115,AD 39
ED   27,99.00%,YES,&nbsp,87,AD 39
ED   27,99.00%,NO,&nbsp,36,AD 39
ED   28,99.00%,YES,&nbsp,455,AD 39
ED   28,99.00%,NO,&nbsp,429,AD 39
ED   29,99.00%,YES,&nbsp,251,AD 39
ED   29,99.00%,NO,&nbsp,58,AD 39
ED   30,99.00%,YES,&nbsp,358,AD 39
ED   30,99.00%,NO,&nbsp,126,AD 39
ED   31,99.00%,YES,&nbsp,340,AD 39
ED   31,99.00%,NO,&nbsp,65,AD 39
ED   32,99.00%,YES,&nbsp,397,AD 39
ED   32,99.00%,NO,&nbsp,154,AD 39
ED   33,99.00%,YES,&nbsp,278,AD 39
ED   33,99.00%,NO,&nbsp,101,AD 39
ED   34,99.00%,YES,&nbsp,387,AD 39
ED   34,99.00%,NO,&nbsp,116,AD 39
ED   35,99.00%,YES,&nbsp,360,AD 39
ED   35,99.00%,NO,&nbsp,115,AD 39
ED   36,99.00%,YES,&nbsp,274,AD 39
ED   36,99.00%,NO,&nbsp,70,AD 39
ED   37,99.00%,YES,&nbsp,209,AD 39
ED   37,99.00%,NO,&nbsp,51,AD 39
ED   38,99.00%,YES,&nbsp,210,AD 39
ED   38,99.00%,NO,&nbsp,50,AD 39
ED   39,99.00%,YES,&nbsp,371,AD 39
ED   39,99.00%,NO,&nbsp,108,AD 39
ED   40,99.00%,YES,&nbsp,53,AD 39
ED   40,99.00%,NO,&nbsp,12,AD 39
ED   41,99.00%,YES,&nbsp,487,AD 39
ED   41,99.00%,NO,&nbsp,168,AD 39
ED   42,99.00%,YES,&nbsp,284,AD 39
ED   42,99.00%,NO,&nbsp,95,AD 39
ED   43,99.00%,YES,&nbsp,212,AD 39
ED   43,99.00%,NO,&nbsp,100,AD 39
ED   44,99.00%,YES,&nbsp,305,AD 39
ED   44,99.00%,NO,&nbsp,122,AD 39
ED   45,99.00%,YES,&nbsp,317,AD 39
ED   45,99.00%,NO,&nbsp,203,AD 39
ED   46,99.00%,YES,&nbsp,483,AD 39
ED   46,99.00%,NO,&nbsp,375,AD 39
ED   47,99.00%,YES,&nbsp,231,AD 39
ED   47,99.00%,NO,&nbsp,238,AD 39
ED   48,90.91%,YES,&nbsp,200,AD 39
ED   48,90.91%,NO,&nbsp,38,AD 39
ED   49,99.00%,YES,&nbsp,413,AD 39
ED   49,99.00%,NO,&nbsp,110,AD 39
ED   50,99.00%,YES,&nbsp,128,AD 39
ED   50,99.00%,NO,&nbsp,30,AD 39
ED   51,99.00%,YES,&nbsp,263,AD 39
ED   51,99.00%,NO,&nbsp,344,AD 39
ED   52,99.00%,YES,&nbsp,117,AD 39
ED   52,99.00%,NO,&nbsp,28,AD 39
ED   53,99.00%,YES,&nbsp,29,AD 39
ED   53,99.00%,NO,&nbsp,7,AD 39
ED   54,99.00%,YES,&nbsp,104,AD 39
ED   54,99.00%,NO,&nbsp,33,AD 39
ED   55,99.00%,YES,&nbsp,62,AD 39
ED   55,99.00%,NO,&nbsp,10,AD 39
Total,,YES,&nbsp,17783,AD 39
Total,,NO,&nbsp,5579,AD 39
ED    1,88.89%,YES,&nbsp,418,AD 40
ED    1,88.89%,NO,&nbsp,202,AD 40
ED    2,88.89%,YES,&nbsp,196,AD 40
ED    2,88.89%,NO,&nbsp,109,AD 40
ED    3,99.00%,YES,&nbsp,227,AD 40
ED    3,99.00%,NO,&nbsp,88,AD 40
ED    4,99.00%,YES,&nbsp,397,AD 40
ED    4,99.00%,NO,&nbsp,127,AD 40
ED    5,99.00%,YES,&nbsp,298,AD 40
ED    5,99.00%,NO,&nbsp,115,AD 40
ED    6,99.00%,YES,&nbsp,184,AD 40
ED    6,99.00%,NO,&nbsp,102,AD 40
ED    7,99.00%,YES,&nbsp,405,AD 40
ED    7,99.00%,NO,&nbsp,139,AD 40
ED    8,99.00%,YES,&nbsp,417,AD 40
ED    8,99.00%,NO,&nbsp,199,AD 40
ED    9,99.00%,YES,&nbsp,466,AD 40
ED    9,99.00%,NO,&nbsp,141,AD 40
ED   10,99.00%,YES,&nbsp,237,AD 40
ED   10,99.00%,NO,&nbsp,82,AD 40
ED   11,99.00%,YES,&nbsp,329,AD 40
ED   11,99.00%,NO,&nbsp,63,AD 40
ED   12,99.00%,YES,&nbsp,344,AD 40
ED   12,99.00%,NO,&nbsp,150,AD 40
ED   13,99.00%,YES,&nbsp,152,AD 40
ED   13,99.00%,NO,&nbsp,48,AD 40
ED   14,99.00%,YES,&nbsp,209,AD 40
ED   14,99.00%,NO,&nbsp,55,AD 40
ED   15,99.00%,YES,&nbsp,263,AD 40
ED   15,99.00%,NO,&nbsp,85,AD 40
ED   16,99.00%,YES,&nbsp,358,AD 40
ED   16,99.00%,NO,&nbsp,86,AD 40
ED   17,99.00%,YES,&nbsp,186,AD 40
ED   17,99.00%,NO,&nbsp,54,AD 40
ED   18,99.00%,YES,&nbsp,308,AD 40
ED   18,99.00%,NO,&nbsp,109,AD 40
ED   19,99.00%,YES,&nbsp,294,AD 40
ED   19,99.00%,NO,&nbsp,126,AD 40
ED   20,99.00%,YES,&nbsp,446,AD 40
ED   20,99.00%,NO,&nbsp,135,AD 40
ED   21,99.00%,YES,&nbsp,406,AD 40
ED   21,99.00%,NO,&nbsp,107,AD 40
ED   22,99.00%,YES,&nbsp,204,AD 40
ED   22,99.00%,NO,&nbsp,58,AD 40
ED   23,99.00%,YES,&nbsp,430,AD 40
ED   23,99.00%,NO,&nbsp,162,AD 40
ED   24,99.00%,YES,&nbsp,303,AD 40
ED   24,99.00%,NO,&nbsp,81,AD 40
ED   25,99.00%,YES,&nbsp,0,AD 40
ED   25,99.00%,NO,&nbsp,1,AD 40
ED   26,99.00%,YES,&nbsp,481,AD 40
ED   26,99.00%,NO,&nbsp,92,AD 40
ED   27,99.00%,YES,&nbsp,508,AD 40
ED   27,99.00%,NO,&nbsp,214,AD 40
ED   28,99.00%,YES,&nbsp,591,AD 40
ED   28,99.00%,NO,&nbsp,273,AD 40
ED   29,99.00%,YES,&nbsp,446,AD 40
ED   29,99.00%,NO,&nbsp,143,AD 40
ED   30,99.00%,YES,&nbsp,387,AD 40
ED   30,99.00%,NO,&nbsp,104,AD 40
ED   31,99.00%,YES,&nbsp,312,AD 40
ED   31,99.00%,NO,&nbsp,128,AD 40
ED   32,99.00%,YES,&nbsp,199,AD 40
ED   32,99.00%,NO,&nbsp,123,AD 40
ED   33,99.00%,YES,&nbsp,341,AD 40
ED   33,99.00%,NO,&nbsp,117,AD 40
ED   34,99.00%,YES,&nbsp,244,AD 40
ED   34,99.00%,NO,&nbsp,105,AD 40
ED   35,99.00%,YES,&nbsp,115,AD 40
ED   35,99.00%,NO,&nbsp,83,AD 40
ED   36,99.00%,YES,&nbsp,29,AD 40
ED   36,99.00%,NO,&nbsp,21,AD 40
ED   37,99.00%,YES,&nbsp,428,AD 40
ED   37,99.00%,NO,&nbsp,382,AD 40
ED   38,99.00%,YES,&nbsp,271,AD 40
ED   38,99.00%,NO,&nbsp,285,AD 40
ED   39,99.00%,YES,&nbsp,202,AD 40
ED   39,99.00%,NO,&nbsp,140,AD 40
