ED_num,reported,candidate,party,votes,AD_num
ED   54,99.00%,NO,&nbsp,66,AD 71
ED   55,99.00%,YES,&nbsp,750,AD 71
ED   55,99.00%,NO,&nbsp,71,AD 71
ED   56,99.00%,YES,&nbsp,573,AD 71
ED   56,99.00%,NO,&nbsp,53,AD 71
ED   57,99.00%,YES,&nbsp,591,AD 71
ED   57,99.00%,NO,&nbsp,57,AD 71
ED   58,99.00%,YES,&nbsp,638,AD 71
ED   58,99.00%,NO,&nbsp,37,AD 71
ED   59,99.00%,YES,&nbsp,767,AD 71
ED   59,99.00%,NO,&nbsp,66,AD 71
ED   60,99.00%,YES,&nbsp,568,AD 71
ED   60,99.00%,NO,&nbsp,45,AD 71
ED   61,99.00%,YES,&nbsp,800,AD 71
ED   61,99.00%,NO,&nbsp,67,AD 71
ED   62,99.00%,YES,&nbsp,577,AD 71
ED   62,99.00%,NO,&nbsp,45,AD 71
ED   63,99.00%,YES,&nbsp,565,AD 71
ED   63,99.00%,NO,&nbsp,45,AD 71
ED   64,99.00%,YES,&nbsp,558,AD 71
ED   64,99.00%,NO,&nbsp,59,AD 71
ED   65,99.00%,YES,&nbsp,69,AD 71
ED   65,99.00%,NO,&nbsp,16,AD 71
ED   66,99.00%,YES,&nbsp,0,AD 71
ED   66,99.00%,NO,&nbsp,0,AD 71
ED   67,90.00%,YES,&nbsp,0,AD 71
ED   67,90.00%,NO,&nbsp,0,AD 71
ED   68,99.00%,YES,&nbsp,0,AD 71
ED   68,99.00%,NO,&nbsp,0,AD 71
ED   69,99.00%,YES,&nbsp,0,AD 71
ED   69,99.00%,NO,&nbsp,0,AD 71
ED   70,99.00%,YES,&nbsp,0,AD 71
ED   70,99.00%,NO,&nbsp,0,AD 71
ED   71,99.00%,YES,&nbsp,0,AD 71
ED   71,99.00%,NO,&nbsp,0,AD 71
Total,,YES,&nbsp,35216,AD 71
Total,,NO,&nbsp,4070,AD 71
ED    1,99.00%,YES,&nbsp,419,AD 72
ED    1,99.00%,NO,&nbsp,65,AD 72
ED    2,99.00%,YES,&nbsp,441,AD 72
ED    2,99.00%,NO,&nbsp,94,AD 72
ED    3,99.00%,YES,&nbsp,502,AD 72
ED    3,99.00%,NO,&nbsp,91,AD 72
ED    4,87.50%,YES,&nbsp,849,AD 72
ED    4,87.50%,NO,&nbsp,100,AD 72
ED    5,87.50%,YES,&nbsp,821,AD 72
ED    5,87.50%,NO,&nbsp,100,AD 72
ED    6,87.50%,YES,&nbsp,607,AD 72
ED    6,87.50%,NO,&nbsp,94,AD 72
ED    7,87.50%,YES,&nbsp,379,AD 72
ED    7,87.50%,NO,&nbsp,71,AD 72
ED    8,87.50%,YES,&nbsp,566,AD 72
ED    8,87.50%,NO,&nbsp,71,AD 72
ED    9,99.00%,YES,&nbsp,792,AD 72
ED    9,99.00%,NO,&nbsp,98,AD 72
ED   10,99.00%,YES,&nbsp,629,AD 72
ED   10,99.00%,NO,&nbsp,91,AD 72
ED   11,99.00%,YES,&nbsp,412,AD 72
ED   11,99.00%,NO,&nbsp,98,AD 72
ED   12,99.00%,YES,&nbsp,360,AD 72
ED   12,99.00%,NO,&nbsp,116,AD 72
ED   13,99.00%,YES,&nbsp,421,AD 72
ED   13,99.00%,NO,&nbsp,110,AD 72
ED   14,99.00%,YES,&nbsp,453,AD 72
ED   14,99.00%,NO,&nbsp,90,AD 72
ED   15,99.00%,YES,&nbsp,487,AD 72
ED   15,99.00%,NO,&nbsp,98,AD 72
ED   16,99.00%,YES,&nbsp,284,AD 72
ED   16,99.00%,NO,&nbsp,60,AD 72
ED   17,99.00%,YES,&nbsp,357,AD 72
ED   17,99.00%,NO,&nbsp,88,AD 72
ED   18,99.00%,YES,&nbsp,393,AD 72
ED   18,99.00%,NO,&nbsp,64,AD 72
ED   19,99.00%,YES,&nbsp,456,AD 72
ED   19,99.00%,NO,&nbsp,64,AD 72
ED   20,99.00%,YES,&nbsp,336,AD 72
ED   20,99.00%,NO,&nbsp,75,AD 72
ED   21,99.00%,YES,&nbsp,307,AD 72
ED   21,99.00%,NO,&nbsp,55,AD 72
ED   22,99.00%,YES,&nbsp,279,AD 72
ED   22,99.00%,NO,&nbsp,57,AD 72
ED   23,99.00%,YES,&nbsp,386,AD 72
ED   23,99.00%,NO,&nbsp,92,AD 72
ED   24,99.00%,YES,&nbsp,354,AD 72
ED   24,99.00%,NO,&nbsp,55,AD 72
ED   25,60.00%,YES,&nbsp,140,AD 72
ED   25,60.00%,NO,&nbsp,25,AD 72
ED   26,99.00%,YES,&nbsp,708,AD 72
ED   26,99.00%,NO,&nbsp,89,AD 72
ED   27,99.00%,YES,&nbsp,387,AD 72
ED   27,99.00%,NO,&nbsp,100,AD 72
ED   28,83.33%,YES,&nbsp,201,AD 72
ED   28,83.33%,NO,&nbsp,22,AD 72
ED   29,99.00%,YES,&nbsp,522,AD 72
ED   29,99.00%,NO,&nbsp,63,AD 72
ED   30,99.00%,YES,&nbsp,463,AD 72
ED   30,99.00%,NO,&nbsp,77,AD 72
ED   31,60.00%,YES,&nbsp,129,AD 72
ED   31,60.00%,NO,&nbsp,29,AD 72
ED   32,99.00%,YES,&nbsp,494,AD 72
ED   32,99.00%,NO,&nbsp,91,AD 72
ED   33,99.00%,YES,&nbsp,408,AD 72
ED   33,99.00%,NO,&nbsp,87,AD 72
ED   34,99.00%,YES,&nbsp,277,AD 72
ED   34,99.00%,NO,&nbsp,55,AD 72
ED   35,99.00%,YES,&nbsp,389,AD 72
ED   35,99.00%,NO,&nbsp,86,AD 72
ED   36,99.00%,YES,&nbsp,308,AD 72
ED   36,99.00%,NO,&nbsp,60,AD 72
ED   37,99.00%,YES,&nbsp,422,AD 72
ED   37,99.00%,NO,&nbsp,101,AD 72
ED   38,99.00%,YES,&nbsp,363,AD 72
ED   38,99.00%,NO,&nbsp,94,AD 72
ED   39,99.00%,YES,&nbsp,429,AD 72
ED   39,99.00%,NO,&nbsp,81,AD 72
ED   40,99.00%,YES,&nbsp,380,AD 72
ED   40,99.00%,NO,&nbsp,80,AD 72
ED   41,99.00%,YES,&nbsp,517,AD 72
ED   41,99.00%,NO,&nbsp,108,AD 72
ED   42,99.00%,YES,&nbsp,353,AD 72
ED   42,99.00%,NO,&nbsp,76,AD 72
ED   43,99.00%,YES,&nbsp,388,AD 72
ED   43,99.00%,NO,&nbsp,68,AD 72
ED   44,99.00%,YES,&nbsp,439,AD 72
ED   44,99.00%,NO,&nbsp,71,AD 72
ED   45,99.00%,YES,&nbsp,297,AD 72
ED   45,99.00%,NO,&nbsp,52,AD 72
ED   46,99.00%,YES,&nbsp,301,AD 72
ED   46,99.00%,NO,&nbsp,72,AD 72
ED   47,99.00%,YES,&nbsp,285,AD 72
ED   47,99.00%,NO,&nbsp,46,AD 72
ED   48,99.00%,YES,&nbsp,379,AD 72
ED   48,99.00%,NO,&nbsp,65,AD 72
ED   49,81.82%,YES,&nbsp,255,AD 72
ED   49,81.82%,NO,&nbsp,29,AD 72
ED   50,99.00%,YES,&nbsp,309,AD 72
ED   50,99.00%,NO,&nbsp,81,AD 72
ED   51,99.00%,YES,&nbsp,258,AD 72
ED   51,99.00%,NO,&nbsp,46,AD 72
ED   52,81.82%,YES,&nbsp,367,AD 72
ED   52,81.82%,NO,&nbsp,53,AD 72
ED   53,99.00%,YES,&nbsp,362,AD 72
ED   53,99.00%,NO,&nbsp,76,AD 72
ED   54,99.00%,YES,&nbsp,250,AD 72
ED   54,99.00%,NO,&nbsp,56,AD 72
ED   55,99.00%,YES,&nbsp,386,AD 72
ED   55,99.00%,NO,&nbsp,62,AD 72
ED   56,99.00%,YES,&nbsp,353,AD 72
ED   56,99.00%,NO,&nbsp,52,AD 72
ED   57,99.00%,YES,&nbsp,386,AD 72
ED   57,99.00%,NO,&nbsp,64,AD 72
ED   58,99.00%,YES,&nbsp,653,AD 72
ED   58,99.00%,NO,&nbsp,71,AD 72
ED   59,99.00%,YES,&nbsp,388,AD 72
ED   59,99.00%,NO,&nbsp,85,AD 72
ED   60,99.00%,YES,&nbsp,366,AD 72
ED   60,99.00%,NO,&nbsp,70,AD 72
ED   61,99.00%,YES,&nbsp,384,AD 72
ED   61,99.00%,NO,&nbsp,57,AD 72
ED   62,99.00%,YES,&nbsp,410,AD 72
ED   62,99.00%,NO,&nbsp,69,AD 72
ED   63,99.00%,YES,&nbsp,366,AD 72
ED   63,99.00%,NO,&nbsp,42,AD 72
ED   64,99.00%,YES,&nbsp,0,AD 72
ED   64,99.00%,NO,&nbsp,0,AD 72
ED   65,99.00%,YES,&nbsp,0,AD 72
ED   65,99.00%,NO,&nbsp,0,AD 72
ED   66,99.00%,YES,&nbsp,0,AD 72
ED   66,99.00%,NO,&nbsp,0,AD 72
Total,,YES,&nbsp,25762,AD 72
Total,,NO,&nbsp,4608,AD 72
ED    1,99.00%,YES,&nbsp,768,AD 73
ED    1,99.00%,NO,&nbsp,184,AD 73
ED    2,99.00%,YES,&nbsp,194,AD 73
ED    2,99.00%,NO,&nbsp,29,AD 73
ED    3,99.00%,YES,&nbsp,615,AD 73
ED    3,99.00%,NO,&nbsp,165,AD 73
ED    4,99.00%,YES,&nbsp,844,AD 73
ED    4,99.00%,NO,&nbsp,107,AD 73
ED    5,99.00%,YES,&nbsp,474,AD 73
ED    5,99.00%,NO,&nbsp,79,AD 73
ED    6,99.00%,YES,&nbsp,704,AD 73
ED    6,99.00%,NO,&nbsp,162,AD 73
ED    7,83.33%,YES,&nbsp,608,AD 73
ED    7,83.33%,NO,&nbsp,121,AD 73
ED    8,99.00%,YES,&nbsp,259,AD 73
ED    8,99.00%,NO,&nbsp,62,AD 73
ED    9,99.00%,YES,&nbsp,353,AD 73
ED    9,99.00%,NO,&nbsp,127,AD 73
ED   10,99.00%,YES,&nbsp,293,AD 73
ED   10,99.00%,NO,&nbsp,149,AD 73
ED   11,99.00%,YES,&nbsp,620,AD 73
ED   11,99.00%,NO,&nbsp,239,AD 73
ED   12,99.00%,YES,&nbsp,764,AD 73
ED   12,99.00%,NO,&nbsp,118,AD 73
ED   13,99.00%,YES,&nbsp,711,AD 73
ED   13,99.00%,NO,&nbsp,134,AD 73
ED   14,83.33%,YES,&nbsp,499,AD 73
ED   14,83.33%,NO,&nbsp,109,AD 73
ED   15,99.00%,YES,&nbsp,868,AD 73
ED   15,99.00%,NO,&nbsp,215,AD 73
ED   16,99.00%,YES,&nbsp,578,AD 73
ED   16,99.00%,NO,&nbsp,120,AD 73
ED   17,99.00%,YES,&nbsp,579,AD 73
ED   17,99.00%,NO,&nbsp,159,AD 73
ED   18,99.00%,YES,&nbsp,200,AD 73
ED   18,99.00%,NO,&nbsp,35,AD 73
ED   19,85.71%,YES,&nbsp,770,AD 73
ED   19,85.71%,NO,&nbsp,188,AD 73
ED   20,85.71%,YES,&nbsp,868,AD 73
ED   20,85.71%,NO,&nbsp,234,AD 73
ED   21,99.00%,YES,&nbsp,656,AD 73
ED   21,99.00%,NO,&nbsp,120,AD 73
ED   22,85.71%,YES,&nbsp,584,AD 73
ED   22,85.71%,NO,&nbsp,153,AD 73
ED   23,85.71%,YES,&nbsp,589,AD 73
ED   23,85.71%,NO,&nbsp,135,AD 73
ED   24,85.71%,YES,&nbsp,516,AD 73
ED   24,85.71%,NO,&nbsp,119,AD 73
ED   25,85.71%,YES,&nbsp,697,AD 73
ED   25,85.71%,NO,&nbsp,193,AD 73
ED   26,85.71%,YES,&nbsp,511,AD 73
ED   26,85.71%,NO,&nbsp,129,AD 73
ED   27,85.71%,YES,&nbsp,567,AD 73
ED   27,85.71%,NO,&nbsp,163,AD 73
ED   28,99.00%,YES,&nbsp,498,AD 73
ED   28,99.00%,NO,&nbsp,125,AD 73
ED   29,85.71%,YES,&nbsp,632,AD 73
ED   29,85.71%,NO,&nbsp,179,AD 73
ED   30,99.00%,YES,&nbsp,759,AD 73
ED   30,99.00%,NO,&nbsp,198,AD 73
ED   31,85.71%,YES,&nbsp,519,AD 73
ED   31,85.71%,NO,&nbsp,119,AD 73
ED   32,85.71%,YES,&nbsp,659,AD 73
ED   32,85.71%,NO,&nbsp,159,AD 73
ED   33,85.71%,YES,&nbsp,646,AD 73
ED   33,85.71%,NO,&nbsp,152,AD 73
ED   34,99.00%,YES,&nbsp,868,AD 73
ED   34,99.00%,NO,&nbsp,228,AD 73
ED   35,85.71%,YES,&nbsp,313,AD 73
ED   35,85.71%,NO,&nbsp,81,AD 73
ED   36,99.00%,YES,&nbsp,487,AD 73
ED   36,99.00%,NO,&nbsp,136,AD 73
ED   37,99.00%,YES,&nbsp,712,AD 73
ED   37,99.00%,NO,&nbsp,187,AD 73
ED   38,99.00%,YES,&nbsp,814,AD 73
ED   38,99.00%,NO,&nbsp,251,AD 73
ED   39,99.00%,YES,&nbsp,723,AD 73
ED   39,99.00%,NO,&nbsp,217,AD 73
ED   40,99.00%,YES,&nbsp,539,AD 73
ED   40,99.00%,NO,&nbsp,210,AD 73
ED   41,99.00%,YES,&nbsp,449,AD 73
ED   41,99.00%,NO,&nbsp,173,AD 73
ED   42,99.00%,YES,&nbsp,492,AD 73
ED   42,99.00%,NO,&nbsp,198,AD 73
ED   43,99.00%,YES,&nbsp,637,AD 73
ED   43,99.00%,NO,&nbsp,233,AD 73
ED   44,99.00%,YES,&nbsp,619,AD 73
ED   44,99.00%,NO,&nbsp,196,AD 73
ED   45,99.00%,YES,&nbsp,713,AD 73
ED   45,99.00%,NO,&nbsp,214,AD 73
ED   46,99.00%,YES,&nbsp,579,AD 73
ED   46,99.00%,NO,&nbsp,238,AD 73
ED   47,99.00%,YES,&nbsp,525,AD 73
ED   47,99.00%,NO,&nbsp,197,AD 73
ED   48,99.00%,YES,&nbsp,661,AD 73
ED   48,99.00%,NO,&nbsp,258,AD 73
ED   49,99.00%,YES,&nbsp,453,AD 73
ED   49,99.00%,NO,&nbsp,168,AD 73
ED   50,99.00%,YES,&nbsp,743,AD 73
ED   50,99.00%,NO,&nbsp,241,AD 73
ED   51,99.00%,YES,&nbsp,754,AD 73
ED   51,99.00%,NO,&nbsp,215,AD 73
ED   52,99.00%,YES,&nbsp,614,AD 73
ED   52,99.00%,NO,&nbsp,205,AD 73
ED   53,99.00%,YES,&nbsp,611,AD 73
ED   53,99.00%,NO,&nbsp,200,AD 73
ED   54,99.00%,YES,&nbsp,785,AD 73
ED   54,99.00%,NO,&nbsp,268,AD 73
ED   55,99.00%,YES,&nbsp,572,AD 73
ED   55,99.00%,NO,&nbsp,197,AD 73
ED   56,99.00%,YES,&nbsp,479,AD 73
ED   56,99.00%,NO,&nbsp,153,AD 73
ED   57,99.00%,YES,&nbsp,544,AD 73
ED   57,99.00%,NO,&nbsp,182,AD 73
ED   58,99.00%,YES,&nbsp,526,AD 73
ED   58,99.00%,NO,&nbsp,151,AD 73
ED   59,99.00%,YES,&nbsp,907,AD 73
ED   59,99.00%,NO,&nbsp,237,AD 73
ED   60,99.00%,YES,&nbsp,370,AD 73
ED   60,99.00%,NO,&nbsp,75,AD 73
ED   61,99.00%,YES,&nbsp,407,AD 73
ED   61,99.00%,NO,&nbsp,74,AD 73
ED   62,99.00%,YES,&nbsp,953,AD 73
ED   62,99.00%,NO,&nbsp,179,AD 73
ED   63,99.00%,YES,&nbsp,612,AD 73
ED   63,99.00%,NO,&nbsp,233,AD 73
ED   64,99.00%,YES,&nbsp,836,AD 73
ED   64,99.00%,NO,&nbsp,242,AD 73
ED   65,99.00%,YES,&nbsp,549,AD 73
ED   65,99.00%,NO,&nbsp,134,AD 73
ED   66,99.00%,YES,&nbsp,829,AD 73
ED   66,99.00%,NO,&nbsp,206,AD 73
ED   67,99.00%,YES,&nbsp,718,AD 73
ED   67,99.00%,NO,&nbsp,158,AD 73
ED   68,99.00%,YES,&nbsp,578,AD 73
ED   68,99.00%,NO,&nbsp,176,AD 73
ED   69,99.00%,YES,&nbsp,863,AD 73
ED   69,99.00%,NO,&nbsp,159,AD 73
ED   70,99.00%,YES,&nbsp,0,AD 73
ED   70,99.00%,NO,&nbsp,0,AD 73
ED   71,99.00%,YES,&nbsp,0,AD 73
ED   71,99.00%,NO,&nbsp,0,AD 73
ED   72,85.71%,YES,&nbsp,0,AD 73
ED   72,85.71%,NO,&nbsp,0,AD 73
Total,,YES,&nbsp,42236,AD 73
Total,,NO,&nbsp,11550,AD 73
ED    1,99.00%,YES,&nbsp,733,AD 74
ED    1,99.00%,NO,&nbsp,136,AD 74
ED    2,99.00%,YES,&nbsp,774,AD 74
ED    2,99.00%,NO,&nbsp,165,AD 74
ED    3,99.00%,YES,&nbsp,716,AD 74
ED    3,99.00%,NO,&nbsp,184,AD 74
ED    4,99.00%,YES,&nbsp,670,AD 74
ED    4,99.00%,NO,&nbsp,158,AD 74
ED    5,99.00%,YES,&nbsp,536,AD 74
ED    5,99.00%,NO,&nbsp,156,AD 74
ED    6,99.00%,YES,&nbsp,655,AD 74
ED    6,99.00%,NO,&nbsp,107,AD 74
ED    7,99.00%,YES,&nbsp,564,AD 74
ED    7,99.00%,NO,&nbsp,122,AD 74
ED    8,99.00%,YES,&nbsp,865,AD 74
ED    8,99.00%,NO,&nbsp,130,AD 74
ED    9,99.00%,YES,&nbsp,370,AD 74
ED    9,99.00%,NO,&nbsp,68,AD 74
ED   10,99.00%,YES,&nbsp,816,AD 74
ED   10,99.00%,NO,&nbsp,146,AD 74
ED   11,99.00%,YES,&nbsp,847,AD 74
ED   11,99.00%,NO,&nbsp,151,AD 74
ED   12,99.00%,YES,&nbsp,913,AD 74
ED   12,99.00%,NO,&nbsp,132,AD 74
ED   13,99.00%,YES,&nbsp,703,AD 74
ED   13,99.00%,NO,&nbsp,109,AD 74
ED   14,99.00%,YES,&nbsp,838,AD 74
ED   14,99.00%,NO,&nbsp,147,AD 74
ED   15,99.00%,YES,&nbsp,893,AD 74
ED   15,99.00%,NO,&nbsp,203,AD 74
ED   16,99.00%,YES,&nbsp,1010,AD 74
ED   16,99.00%,NO,&nbsp,204,AD 74
ED   17,99.00%,YES,&nbsp,882,AD 74
ED   17,99.00%,NO,&nbsp,154,AD 74
ED   18,99.00%,YES,&nbsp,994,AD 74
ED   18,99.00%,NO,&nbsp,159,AD 74
ED   19,99.00%,YES,&nbsp,702,AD 74
ED   19,99.00%,NO,&nbsp,145,AD 74
ED   20,99.00%,YES,&nbsp,742,AD 74
ED   20,99.00%,NO,&nbsp,132,AD 74
ED   21,99.00%,YES,&nbsp,583,AD 74
ED   21,99.00%,NO,&nbsp,96,AD 74
ED   22,99.00%,YES,&nbsp,836,AD 74
ED   22,99.00%,NO,&nbsp,170,AD 74
ED   23,99.00%,YES,&nbsp,864,AD 74
ED   23,99.00%,NO,&nbsp,155,AD 74
ED   24,99.00%,YES,&nbsp,799,AD 74
ED   24,99.00%,NO,&nbsp,139,AD 74
ED   25,99.00%,YES,&nbsp,448,AD 74
ED   25,99.00%,NO,&nbsp,75,AD 74
ED   26,99.00%,YES,&nbsp,819,AD 74
ED   26,99.00%,NO,&nbsp,80,AD 74
ED   27,99.00%,YES,&nbsp,869,AD 74
ED   27,99.00%,NO,&nbsp,94,AD 74
ED   28,99.00%,YES,&nbsp,499,AD 74
ED   28,99.00%,NO,&nbsp,49,AD 74
ED   29,99.00%,YES,&nbsp,334,AD 74
ED   29,99.00%,NO,&nbsp,64,AD 74
ED   30,99.00%,YES,&nbsp,584,AD 74
ED   30,99.00%,NO,&nbsp,90,AD 74
ED   31,99.00%,YES,&nbsp,758,AD 74
ED   31,99.00%,NO,&nbsp,70,AD 74
ED   32,83.33%,YES,&nbsp,210,AD 74
ED   32,83.33%,NO,&nbsp,43,AD 74
ED   33,99.00%,YES,&nbsp,552,AD 74
ED   33,99.00%,NO,&nbsp,45,AD 74
ED   34,83.33%,YES,&nbsp,462,AD 74
ED   34,83.33%,NO,&nbsp,55,AD 74
ED   35,99.00%,YES,&nbsp,736,AD 74
ED   35,99.00%,NO,&nbsp,67,AD 74
ED   36,99.00%,YES,&nbsp,700,AD 74
ED   36,99.00%,NO,&nbsp,73,AD 74
ED   37,99.00%,YES,&nbsp,306,AD 74
ED   37,99.00%,NO,&nbsp,50,AD 74
ED   38,99.00%,YES,&nbsp,300,AD 74
ED   38,99.00%,NO,&nbsp,69,AD 74
ED   39,99.00%,YES,&nbsp,313,AD 74
ED   39,99.00%,NO,&nbsp,37,AD 74
ED   40,99.00%,YES,&nbsp,239,AD 74
ED   40,99.00%,NO,&nbsp,37,AD 74
ED   41,99.00%,YES,&nbsp,403,AD 74
ED   41,99.00%,NO,&nbsp,86,AD 74
ED   42,99.00%,YES,&nbsp,509,AD 74
ED   42,99.00%,NO,&nbsp,204,AD 74
ED   43,99.00%,YES,&nbsp,759,AD 74
ED   43,99.00%,NO,&nbsp,82,AD 74
ED   44,99.00%,YES,&nbsp,457,AD 74
ED   44,99.00%,NO,&nbsp,98,AD 74
ED   45,99.00%,YES,&nbsp,677,AD 74
ED   45,99.00%,NO,&nbsp,146,AD 74
ED   46,99.00%,YES,&nbsp,372,AD 74
ED   46,99.00%,NO,&nbsp,65,AD 74
ED   47,99.00%,YES,&nbsp,446,AD 74
ED   47,99.00%,NO,&nbsp,105,AD 74
ED   48,99.00%,YES,&nbsp,593,AD 74
ED   48,99.00%,NO,&nbsp,106,AD 74
ED   49,99.00%,YES,&nbsp,724,AD 74
ED   49,99.00%,NO,&nbsp,133,AD 74
ED   50,99.00%,YES,&nbsp,720,AD 74
ED   50,99.00%,NO,&nbsp,96,AD 74
ED   51,99.00%,YES,&nbsp,968,AD 74
ED   51,99.00%,NO,&nbsp,117,AD 74
ED   52,99.00%,YES,&nbsp,583,AD 74
ED   52,99.00%,NO,&nbsp,96,AD 74
ED   53,99.00%,YES,&nbsp,746,AD 74
ED   53,99.00%,NO,&nbsp,84,AD 74
ED   54,99.00%,YES,&nbsp,400,AD 74
ED   54,99.00%,NO,&nbsp,69,AD 74
ED   55,99.00%,YES,&nbsp,855,AD 74
ED   55,99.00%,NO,&nbsp,150,AD 74
ED   56,99.00%,YES,&nbsp,613,AD 74
ED   56,99.00%,NO,&nbsp,114,AD 74
ED   57,99.00%,YES,&nbsp,856,AD 74
ED   57,99.00%,NO,&nbsp,97,AD 74
ED   58,99.00%,YES,&nbsp,590,AD 74
ED   58,99.00%,NO,&nbsp,95,AD 74
ED   59,99.00%,YES,&nbsp,773,AD 74
ED   59,99.00%,NO,&nbsp,138,AD 74
ED   60,99.00%,YES,&nbsp,368,AD 74
ED   60,99.00%,NO,&nbsp,48,AD 74
ED   61,99.00%,YES,&nbsp,363,AD 74
ED   61,99.00%,NO,&nbsp,68,AD 74
ED   62,99.00%,YES,&nbsp,326,AD 74
ED   62,99.00%,NO,&nbsp,49,AD 74
ED   63,99.00%,YES,&nbsp,199,AD 74
ED   63,99.00%,NO,&nbsp,29,AD 74
ED   64,99.00%,YES,&nbsp,61,AD 74
ED   64,99.00%,NO,&nbsp,13,AD 74
ED   65,99.00%,YES,&nbsp,237,AD 74
ED   65,99.00%,NO,&nbsp,49,AD 74
ED   66,99.00%,YES,&nbsp,0,AD 74
ED   66,99.00%,NO,&nbsp,0,AD 74
ED   67,99.00%,YES,&nbsp,0,AD 74
ED   67,99.00%,NO,&nbsp,0,AD 74
ED   68,99.00%,YES,&nbsp,0,AD 74
ED   68,99.00%,NO,&nbsp,0,AD 74
ED   69,99.00%,YES,&nbsp,0,AD 74
ED   69,99.00%,NO,&nbsp,0,AD 74
ED   70,99.00%,YES,&nbsp,0,AD 74
ED   70,99.00%,NO,&nbsp,0,AD 74
Total,,YES,&nbsp,40032,AD 74
Total,,NO,&nbsp,6803,AD 74
ED    1,85.71%,YES,&nbsp,829,AD 75
ED    1,85.71%,NO,&nbsp,155,AD 75
ED    2,99.00%,YES,&nbsp,933,AD 75
ED    2,99.00%,NO,&nbsp,198,AD 75
ED    3,99.00%,YES,&nbsp,823,AD 75
ED    3,99.00%,NO,&nbsp,178,AD 75
ED    4,99.00%,YES,&nbsp,383,AD 75
ED    4,99.00%,NO,&nbsp,92,AD 75
ED    5,99.00%,YES,&nbsp,711,AD 75
ED    5,99.00%,NO,&nbsp,142,AD 75
ED    6,99.00%,YES,&nbsp,812,AD 75
ED    6,99.00%,NO,&nbsp,154,AD 75
ED    7,85.71%,YES,&nbsp,578,AD 75
ED    7,85.71%,NO,&nbsp,94,AD 75
ED    8,85.71%,YES,&nbsp,928,AD 75
ED    8,85.71%,NO,&nbsp,142,AD 75
ED    9,99.00%,YES,&nbsp,198,AD 75
ED    9,99.00%,NO,&nbsp,22,AD 75
ED   10,85.71%,YES,&nbsp,757,AD 75
ED   10,85.71%,NO,&nbsp,158,AD 75
ED   11,99.00%,YES,&nbsp,469,AD 75
ED   11,99.00%,NO,&nbsp,139,AD 75
ED   12,99.00%,YES,&nbsp,613,AD 75
ED   12,99.00%,NO,&nbsp,140,AD 75
ED   13,99.00%,YES,&nbsp,726,AD 75
ED   13,99.00%,NO,&nbsp,164,AD 75
ED   14,99.00%,YES,&nbsp,299,AD 75
ED   14,99.00%,NO,&nbsp,72,AD 75
ED   15,99.00%,YES,&nbsp,517,AD 75
ED   15,99.00%,NO,&nbsp,96,AD 75
ED   16,99.00%,YES,&nbsp,265,AD 75
ED   16,99.00%,NO,&nbsp,38,AD 75
ED   17,99.00%,YES,&nbsp,501,AD 75
ED   17,99.00%,NO,&nbsp,72,AD 75
ED   18,99.00%,YES,&nbsp,280,AD 75
ED   18,99.00%,NO,&nbsp,45,AD 75
ED   19,99.00%,YES,&nbsp,0,AD 75
ED   19,99.00%,NO,&nbsp,0,AD 75
ED   20,99.00%,YES,&nbsp,454,AD 75
ED   20,99.00%,NO,&nbsp,79,AD 75
ED   21,99.00%,YES,&nbsp,337,AD 75
ED   21,99.00%,NO,&nbsp,50,AD 75
ED   22,99.00%,YES,&nbsp,605,AD 75
ED   22,99.00%,NO,&nbsp,118,AD 75
ED   23,99.00%,YES,&nbsp,588,AD 75
ED   23,99.00%,NO,&nbsp,94,AD 75
ED   24,99.00%,YES,&nbsp,696,AD 75
ED   24,99.00%,NO,&nbsp,99,AD 75
ED   25,99.00%,YES,&nbsp,354,AD 75
ED   25,99.00%,NO,&nbsp,42,AD 75
ED   26,99.00%,YES,&nbsp,817,AD 75
ED   26,99.00%,NO,&nbsp,117,AD 75
ED   27,99.00%,YES,&nbsp,599,AD 75
ED   27,99.00%,NO,&nbsp,91,AD 75
ED   28,99.00%,YES,&nbsp,814,AD 75
ED   28,99.00%,NO,&nbsp,124,AD 75
ED   29,99.00%,YES,&nbsp,666,AD 75
ED   29,99.00%,NO,&nbsp,81,AD 75
ED   30,99.00%,YES,&nbsp,499,AD 75
ED   30,99.00%,NO,&nbsp,89,AD 75
ED   31,99.00%,YES,&nbsp,757,AD 75
ED   31,99.00%,NO,&nbsp,96,AD 75
ED   32,99.00%,YES,&nbsp,610,AD 75
ED   32,99.00%,NO,&nbsp,66,AD 75
ED   33,99.00%,YES,&nbsp,555,AD 75
ED   33,99.00%,NO,&nbsp,73,AD 75
ED   34,99.00%,YES,&nbsp,548,AD 75
ED   34,99.00%,NO,&nbsp,73,AD 75
ED   35,99.00%,YES,&nbsp,419,AD 75
ED   35,99.00%,NO,&nbsp,56,AD 75
ED   36,99.00%,YES,&nbsp,187,AD 75
ED   36,99.00%,NO,&nbsp,28,AD 75
ED   37,99.00%,YES,&nbsp,613,AD 75
ED   37,99.00%,NO,&nbsp,105,AD 75
ED   38,99.00%,YES,&nbsp,680,AD 75
ED   38,99.00%,NO,&nbsp,110,AD 75
ED   39,99.00%,YES,&nbsp,612,AD 75
ED   39,99.00%,NO,&nbsp,121,AD 75
ED   40,99.00%,YES,&nbsp,516,AD 75
ED   40,99.00%,NO,&nbsp,66,AD 75
