boro,reported,candidate,party,votes,scrape_time
Kings,98.92%,Joey Cohen-Saban,(Democratic),14492,2024-11-07_14:08:38.662085
Kings,98.92%,Michael Novakhov,(Republican),13496,2024-11-07_14:08:38.662085
Kings,98.92%,Michael Novakhov,(Conservative),1266,2024-11-07_14:08:38.662085
Kings,98.92%,WRITE-IN,,131,2024-11-07_14:08:38.662085
Total,,Joey Cohen-Saban,(Democratic),14492,2024-11-07_14:08:38.662085
Total,,Michael Novakhov,(Republican),13496,2024-11-07_14:08:38.662085
Total,,Michael Novakhov,(Conservative),1266,2024-11-07_14:08:38.662085
Total,,WRITE-IN,,131,2024-11-07_14:08:38.662085
