boro,reported,candidate,party,votes,scrape_time
New York,94.74%,Jose A. Padilla Jr.,(Democratic),14849,2024-11-13_13:14:46.421548
New York,94.74%,WRITE-IN,,85,2024-11-13_13:14:46.421548
Total,,Jose A. Padilla Jr.,(Democratic),14849,2024-11-13_13:14:46.421548
Total,,WRITE-IN,,85,2024-11-13_13:14:46.421548
