boro,reported,candidate,party,votes,scrape_time
Kings,98.47%,Monique Chandler-Waterman,(Democratic),33945,2024-11-07_14:18:47.248587
Kings,98.47%,WRITE-IN,,66,2024-11-07_14:18:47.248587
Total,,Monique Chandler-Waterman,(Democratic),33945,2024-11-07_14:18:47.248587
Total,,WRITE-IN,,66,2024-11-07_14:18:47.248587
