AD_num,reported,candidate,party,votes,scrape_time
AD   71,89.52%,Earnestine Bell Temple,(Democratic),7165,2025-07-02_13:54:11.388916
AD   71,89.52%,Maria A. Luna,(Democratic),7398,2025-07-02_13:54:11.388916
AD   71,89.52%,Johanna Garcia,(Democratic),6742,2025-07-02_13:54:11.388916
AD   71,89.52%,Rita Miller,(Democratic),6599,2025-07-02_13:54:11.388916
AD   71,89.52%,Juana H. Luna,(Democratic),5485,2025-07-02_13:54:11.388916
AD   71,89.52%,Jackie Rowe Adams,(Democratic),6497,2025-07-02_13:54:11.388916
AD   71,89.52%,Nancy Brown,(Democratic),6451,2025-07-02_13:54:11.388916
AD   71,89.52%,Anthony R. Viola,(Democratic),4520,2025-07-02_13:54:11.388916
AD   71,89.52%,Carmen I. Grullon De Rojas,(Democratic),6252,2025-07-02_13:54:11.388916
AD   71,89.52%,Patricia Scarborough,(Democratic),5656,2025-07-02_13:54:11.388916
AD   71,89.52%,Dolores Leito,(Democratic),5174,2025-07-02_13:54:11.388916
AD   71,89.52%,Jenny D. Garcia,(Democratic),4242,2025-07-02_13:54:11.388916
AD   71,89.52%,Laurie Tobias-Cohen,(Democratic),3258,2025-07-02_13:54:11.388916
AD   71,89.52%,Mayra A. Marmol Peralta,(Democratic),2931,2025-07-02_13:54:11.388916
AD   71,89.52%,Jose A. Ferreria Torres,(Democratic),2843,2025-07-02_13:54:11.388916
AD   71,89.52%,Elizabeth Veras,(Democratic),3614,2025-07-02_13:54:11.388916
AD   71,89.52%,Evangelina Fermin,(Democratic),2745,2025-07-02_13:54:11.388916
AD   71,89.52%,Juan Armando Penalo Ramos,(Democratic),2300,2025-07-02_13:54:11.388916
AD   71,89.52%,Bienvenida Luna,(Democratic),2330,2025-07-02_13:54:11.388916
AD   71,89.52%,Julia Guzman,(Democratic),3466,2025-07-02_13:54:11.388916
AD   71,89.52%,Adalgisa Abreu,(Democratic),2711,2025-07-02_13:54:11.388916
AD   71,89.52%,Amy Slattery,(Democratic),3342,2025-07-02_13:54:11.388916
AD   71,89.52%,WRITE-IN,,353,2025-07-02_13:54:11.388916
Total,,Earnestine Bell Temple,(Democratic),7165,2025-07-02_13:54:11.388916
Total,,Maria A. Luna,(Democratic),7398,2025-07-02_13:54:11.388916
Total,,Johanna Garcia,(Democratic),6742,2025-07-02_13:54:11.388916
Total,,Rita Miller,(Democratic),6599,2025-07-02_13:54:11.388916
Total,,Juana H. Luna,(Democratic),5485,2025-07-02_13:54:11.388916
Total,,Jackie Rowe Adams,(Democratic),6497,2025-07-02_13:54:11.388916
Total,,Nancy Brown,(Democratic),6451,2025-07-02_13:54:11.388916
Total,,Anthony R. Viola,(Democratic),4520,2025-07-02_13:54:11.388916
Total,,Carmen I. Grullon De Rojas,(Democratic),6252,2025-07-02_13:54:11.388916
Total,,Patricia Scarborough,(Democratic),5656,2025-07-02_13:54:11.388916
Total,,Dolores Leito,(Democratic),5174,2025-07-02_13:54:11.388916
Total,,Jenny D. Garcia,(Democratic),4242,2025-07-02_13:54:11.388916
Total,,Laurie Tobias-Cohen,(Democratic),3258,2025-07-02_13:54:11.388916
Total,,Mayra A. Marmol Peralta,(Democratic),2931,2025-07-02_13:54:11.388916
Total,,Jose A. Ferreria Torres,(Democratic),2843,2025-07-02_13:54:11.388916
Total,,Elizabeth Veras,(Democratic),3614,2025-07-02_13:54:11.388916
Total,,Evangelina Fermin,(Democratic),2745,2025-07-02_13:54:11.388916
Total,,Juan Armando Penalo Ramos,(Democratic),2300,2025-07-02_13:54:11.388916
Total,,Bienvenida Luna,(Democratic),2330,2025-07-02_13:54:11.388916
Total,,Julia Guzman,(Democratic),3466,2025-07-02_13:54:11.388916
Total,,Adalgisa Abreu,(Democratic),2711,2025-07-02_13:54:11.388916
Total,,Amy Slattery,(Democratic),3342,2025-07-02_13:54:11.388916
Total,,WRITE-IN,,353,2025-07-02_13:54:11.388916
