boro,reported,candidate,party,votes,scrape_time
New York,96.95%,Brad Hoylman-Sigal,(Democratic),96821,2024-11-13_13:14:08.320903
New York,96.95%,Emily Yuexin Miller,(Republican),19900,2024-11-13_13:14:08.320903
New York,96.95%,Brad Hoylman-Sigal,(Working Families),8268,2024-11-13_13:14:08.320903
New York,96.95%,WRITE-IN,,250,2024-11-13_13:14:08.320903
Total,,Brad Hoylman-Sigal,(Democratic),96821,2024-11-13_13:14:08.320903
Total,,Emily Yuexin Miller,(Republican),19900,2024-11-13_13:14:08.320903
Total,,Brad Hoylman-Sigal,(Working Families),8268,2024-11-13_13:14:08.320903
Total,,WRITE-IN,,250,2024-11-13_13:14:08.320903
