AD_num,reported,candidate,party,votes,scrape_time
AD   43,99.00%,Reginald Swiney,(Democratic),694,2025-07-02_13:53:46.215594
AD   43,99.00%,Chi Ajani Osse,(Democratic),2384,2025-07-02_13:53:46.215594
AD   43,99.00%,WRITE-IN,,18,2025-07-02_13:53:46.215594
AD   55,99.00%,Reginald Swiney,(Democratic),157,2025-07-02_13:53:46.215594
AD   55,99.00%,Chi Ajani Osse,(Democratic),197,2025-07-02_13:53:46.215594
AD   55,99.00%,WRITE-IN,,2,2025-07-02_13:53:46.215594
AD   56,98.73%,Reginald Swiney,(Democratic),4199,2025-07-02_13:53:46.215594
AD   56,98.73%,Chi Ajani Osse,(Democratic),15063,2025-07-02_13:53:46.215594
AD   56,98.73%,WRITE-IN,,154,2025-07-02_13:53:46.215594
AD   57,94.44%,Reginald Swiney,(Democratic),912,2025-07-02_13:53:46.215594
AD   57,94.44%,Chi Ajani Osse,(Democratic),4724,2025-07-02_13:53:46.215594
AD   57,94.44%,WRITE-IN,,39,2025-07-02_13:53:46.215594
Total,,Reginald Swiney,(Democratic),5962,2025-07-02_13:53:46.215594
Total,,Chi Ajani Osse,(Democratic),22368,2025-07-02_13:53:46.215594
Total,,WRITE-IN,,213,2025-07-02_13:53:46.215594
