AD_num,reported,candidate,party,votes,scrape_time
AD   43,99.00%,Crystal Hudson,(Democratic),5542,2025-07-02_13:53:45.062195
AD   43,99.00%,Hector Robertson,(Democratic),261,2025-07-02_13:53:45.062195
AD   43,99.00%,Kenny Lever,(Democratic),173,2025-07-02_13:53:45.062195
AD   43,99.00%,Dion M. Ashman,(Democratic),524,2025-07-02_13:53:45.062195
AD   43,99.00%,WRITE-IN,,50,2025-07-02_13:53:45.062195
AD   44,99.00%,Crystal Hudson,(Democratic),6206,2025-07-02_13:53:45.062195
AD   44,99.00%,Hector Robertson,(Democratic),340,2025-07-02_13:53:45.062195
AD   44,99.00%,Kenny Lever,(Democratic),139,2025-07-02_13:53:45.062195
AD   44,99.00%,Dion M. Ashman,(Democratic),557,2025-07-02_13:53:45.062195
AD   44,99.00%,WRITE-IN,,41,2025-07-02_13:53:45.062195
AD   52,99.00%,Crystal Hudson,(Democratic),2054,2025-07-02_13:53:45.062195
AD   52,99.00%,Hector Robertson,(Democratic),96,2025-07-02_13:53:45.062195
AD   52,99.00%,Kenny Lever,(Democratic),54,2025-07-02_13:53:45.062195
AD   52,99.00%,Dion M. Ashman,(Democratic),190,2025-07-02_13:53:45.062195
AD   52,99.00%,WRITE-IN,,15,2025-07-02_13:53:45.062195
AD   57,98.90%,Crystal Hudson,(Democratic),18758,2025-07-02_13:53:45.062195
AD   57,98.90%,Hector Robertson,(Democratic),1061,2025-07-02_13:53:45.062195
AD   57,98.90%,Kenny Lever,(Democratic),491,2025-07-02_13:53:45.062195
AD   57,98.90%,Dion M. Ashman,(Democratic),1795,2025-07-02_13:53:45.062195
AD   57,98.90%,WRITE-IN,,107,2025-07-02_13:53:45.062195
Total,,Crystal Hudson,(Democratic),32560,2025-07-02_13:53:45.062195
Total,,Hector Robertson,(Democratic),1758,2025-07-02_13:53:45.062195
Total,,Kenny Lever,(Democratic),857,2025-07-02_13:53:45.062195
Total,,Dion M. Ashman,(Democratic),3066,2025-07-02_13:53:45.062195
Total,,WRITE-IN,,213,2025-07-02_13:53:45.062195
