boro,reported,candidate,party,votes,scrape_time
New York,94.51%,Micah C. Lasher,(Democratic),44887,2024-11-13_13:14:31.412528
New York,94.51%,WRITE-IN,,401,2024-11-13_13:14:31.412528
Total,,Micah C. Lasher,(Democratic),44887,2024-11-13_13:14:31.412528
Total,,WRITE-IN,,401,2024-11-13_13:14:31.412528
